order_item_id,order_id,menu_item_id,quantity,unit_price_inr,discount_amount_inr,line_total_inr
2125,5814,63,6,802.07,225.79,4586.63
2126,26488,124,3,901.61,666.07,2038.76
2127,19565,154,5,431.35,487.26,1669.49
2128,1565,105,1,797.47,178.78,618.69
2129,30503,239,2,319.36,16.22,622.5
2130,13456,192,1,899.81,101.59,798.22
2131,14135,51,5,621.15,542.15,2563.6
2132,23976,185,5,759.6,243.87,3554.13
2133,7139,159,3,853.67,87.91,2473.1
2134,1107,210,3,545.51,263.76,1372.77
2135,4328,171,6,820.64,125.28,4798.56
2136,29750,129,3,695.13,47.17,2038.22
2137,23710,231,3,848.22,176.66,2368.0
2138,22378,11,1,657.28,40.34,616.94
2139,16629,47,4,855.67,310.0,3112.68
2140,11331,113,2,207.53,99.43,315.63
2141,1678,104,4,235.36,142.56,798.88
2142,15704,49,4,325.4,206.54,1095.06
2143,30438,97,3,919.93,385.89,2373.9
2144,1664,193,1,687.38,144.99,542.39
2145,12350,9,4,703.76,405.05,2409.99
2146,9493,166,5,284.05,90.13,1330.12
2147,3796,130,4,939.06,610.67,3145.57
2148,11696,72,6,586.25,,3387.5
2149,21946,189,4,153.95,17.95,597.85
2150,21579,32,3,733.68,310.96,1890.08
2151,8429,208,6,186.2,203.08,914.12
2152,25462,226,5,905.32,954.17,3572.43
2153,4908,122,6,394.62,147.08,2220.64
2154,13673,145,1,163.47,34.36,129.11
2155,2994,54,6,81.47,,409.99
2156,31709,121,3,831.23,110.74,2382.95
2157,24599,154,2,66.58,17.21,115.95
2158,29893,80,4,653.91,624.12,1991.52
2159,14756,236,4,71.16,26.57,258.07
2160,21527,140,3,201.56,33.79,570.89
2161,24772,60,3,307.08,64.86,856.38
2162,2546,38,1,713.86,161.2,552.66
2163,732,186,5,629.71,320.01,2828.54
2164,27371,87,5,884.37,704.41,3717.44
2165,447,65,5,688.59,118.14,3324.81
2166,24786,188,2,809.85,285.57,1334.13
2167,30980,169,2,512.57,196.86,828.28
2168,27180,158,3,473.88,63.83,1357.81
2169,13376,63,6,174.13,251.38,793.4
2170,10808,9,4,907.85,830.58,2800.82
2171,18799,43,1,575.06,131.47,443.59
2172,26235,48,1,919.29,126.55,792.74
2173,19400,51,1,547.77,136.29,411.48
2174,10151,111,1,724.5,76.07,648.43
2175,4833,208,2,157.3,70.89,243.71
2176,8747,159,6,382.1,469.26,1823.34
2177,7354,141,6,894.37,605.11,4761.11
2178,24660,29,1,823.24,117.88,705.36
2179,12922,208,1,507.89,2.95,504.94
2180,30954,68,3,213.93,66.03,575.76
2181,17046,183,2,434.84,153.2,716.48
2182,17688,132,3,245.53,150.5,586.09
2183,27151,215,5,460.77,424.99,1878.86
2184,14892,229,4,228.71,117.41,797.43
2185,25974,28,4,584.5,292.75,2045.25
2186,999999,99999,-2,922.65,110.12,5444.72
2187,30626,160,1,366.24,17.75,348.49
2188,27059,65,2,248.1,63.29,432.91
2189,9807,235,6,481.36,395.56,2492.6
2190,1370,14,6,239.9,227.88,1211.52
2191,10957,223,2,248.54,119.31,377.77
2192,10553,140,1,847.65,120.18,727.47
2193,25480,91,4,361.98,111.77,1336.15
2194,28512,131,2,726.2,231.49,1220.91
2195,6741,170,5,196.87,91.63,892.72
2196,4606,9,6,407.7,65.83,2380.37
2197,2155,72,5,798.23,814.13,3177.02
2198,19050,26,5,555.57,550.23,2227.62
2199,2319,93,6,516.41,741.3,2357.16
2200,4105,46,2,387.01,180.06,593.96
2201,22755,176,3,930.24,457.74,2332.98
2202,24933,49,4,382.72,362.22,1168.66
2203,28812,171,4,936.55,714.48,3031.72
2204,25656,96,1,826.6,138.79,687.81
2205,9056,228,6,576.5,656.35,2802.65
2206,16566,185,3,885.65,237.37,2419.58
2207,27549,192,1,859.23,38.11,821.12
2208,12823,66,4,64.17,46.1,210.58
2209,16805,189,1,294.58,22.94,271.64
2210,9992,180,3,118.7,17.34,338.76
2211,18455,180,1,578.9,48.72,530.18
2212,5211,94,1,559.77,,521.49
2213,31981,188,6,361.63,187.86,1981.92
2214,6481,214,6,342.05,397.39,1654.91
2215,18482,125,4,447.78,340.25,1450.87
2216,7969,231,3,102.68,66.57,241.47
2217,6165,9,2,693.26,63.54,1322.98
2218,2039,114,2,282.92,80.51,485.33
2219,30677,139,5,155.35,114.1,662.65
2220,9245,213,3,655.28,480.53,1485.31
2221,15298,201,4,180.03,21.33,698.79
2222,7452,114,2,708.98,102.06,1315.9
2223,16845,64,1,792.86,28.65,764.21
2224,1388,131,5,284.84,226.94,1197.26
2225,13735,149,5,237.45,156.01,1031.24
2226,5060,127,3,282.15,121.44,725.01
2227,25699,227,2,342.1,170.72,513.48
2228,6020,108,2,306.25,114.97,497.53
2229,15433,75,5,393.03,278.87,1686.28
2230,24560,121,3,492.46,365.91,1111.47
2231,316,154,6,351.72,243.93,1866.39
2232,27158,30,5,138.99,74.97,619.98
2233,24111,111,4,444.36,38.06,1739.38
2234,2727,219,1,379.28,78.78,300.5
2235,13214,66,5,920.31,611.83,3989.72
2236,27857,232,4,830.17,141.47,3179.21
2237,23525,165,5,701.19,123.77,3382.18
2238,9671,203,2,454.65,168.44,740.86
2239,28140,43,3,100.56,61.04,240.64
2240,20409,121,2,80.54,10.09,150.99
2241,2933,211,5,652.29,701.73,2559.72
2242,1278,26,3,508.49,291.51,1233.96
2243,22174,233,3,853.47,252.22,2308.19
2244,5622,31,5,696.48,709.12,2773.28
2245,18217,40,5,456.55,427.13,1855.62
2246,450,43,4,803.93,659.84,2555.88
2247,3971,199,2,207.07,90.51,323.63
2248,7926,122,1,179.88,2.56,177.32
2249,9709,189,1,621.43,91.31,530.12
2250,18670,171,5,172.96,46.63,818.17
2251,7324,106,4,65.85,11.0,252.4
2252,17800,45,5,545.6,545.92,2182.08
2253,23886,156,1,515.33,56.31,459.02
2254,23756,198,3,819.94,523.37,1936.45
2255,17408,100,5,424.09,114.05,2006.4
2256,12783,168,5,581.63,151.25,2756.9
2257,6440,9,3,126.88,22.2,358.44
2258,14888,37,2,948.34,336.76,1559.92
2259,999999,99999,-1,230.07,47.9,573.05
2260,4156,68,1,438.47,45.61,392.86
2261,14392,54,6,946.15,1087.44,4589.46
2262,13497,222,1,894.13,163.69,730.44
2263,29098,124,2,522.55,114.49,930.61
2264,31360,18,6,704.68,232.7,3995.38
2265,12390,73,5,453.73,405.65,1863.0
2266,26895,100,1,89.53,21.51,68.02
2267,20352,35,5,475.75,128.39,2250.36
2268,4396,75,6,685.35,462.44,3649.66
2269,30578,2,3,66.94,20.79,180.03
2270,14106,102,1,358.96,11.24,347.72
2271,4693,20,6,429.16,199.6,2375.36
2272,5586,194,3,380.8,261.47,880.93
2273,5061,48,2,207.01,82.01,332.01
2274,21034,93,3,142.97,106.12,322.79
2275,29266,232,3,932.44,304.7,2492.62
2276,17455,92,1,70.06,6.08,63.98
2277,280,114,3,757.43,195.49,2076.8
2278,6837,131,4,303.4,156.07,1057.53
2279,4382,211,6,642.2,861.76,2991.44
2280,5989,126,4,685.0,473.03,2266.97
2281,18793,204,5,724.98,609.1,3015.8
2282,5583,19,4,445.69,225.14,1557.62
2283,25577,169,3,423.18,70.99,1198.55
2284,15159,34,6,479.95,289.92,2589.78
2285,9794,101,-6,327.04,294.16,5998.83
2286,15785,94,2,348.39,15.29,681.49
2287,3483,190,1,282.89,66.91,215.98
2288,16905,38,1,523.31,70.33,452.98
2289,1916,206,4,100.28,21.56,379.56
2290,11928,130,2,708.0,294.7,1121.3
2291,30304,213,4,568.98,122.15,2153.77
2292,9488,154,1,259.72,3.58,256.14
2293,1071,83,6,920.56,1074.42,4448.94
2294,20412,110,1,216.82,45.18,171.64
2295,31171,134,5,520.06,419.47,2180.83
2296,30967,228,1,696.57,0.44,696.13
2297,14007,154,1,487.25,13.09,474.16
2298,26731,200,3,882.2,34.4,2612.2
2299,8681,76,5,241.31,236.88,969.67
2300,16126,58,3,223.14,144.27,525.15
2301,4862,76,1,159.11,35.39,123.72
2302,6014,70,2,583.84,84.88,1082.8
2303,23559,65,3,302.0,226.2,679.8
2304,23439,163,2,238.64,75.26,402.02
2305,1260,233,4,562.3,229.86,2019.34
2306,19635,14,6,803.03,902.72,3915.46
2307,21395,54,5,271.72,244.77,1113.83
2308,9112,233,1,511.72,47.86,463.86
2309,24101,206,6,549.84,452.87,2846.17
2310,19743,40,3,389.83,118.34,1051.15
2311,999999,99999,-6,813.96,1211.67,12822.94
2312,5820,23,6,825.86,663.21,4291.95
2313,15229,238,2,809.35,298.07,1320.63
2314,25002,98,5,499.38,212.78,2284.12
2315,14361,188,2,514.37,31.18,997.56
2316,17248,155,3,83.3,21.38,228.52
2317,515,45,3,440.15,301.5,1018.95
2318,12641,40,4,878.52,209.69,3304.39
2319,22401,125,4,469.76,78.3,1800.74
2320,4430,219,1,900.33,37.25,863.08
2321,24197,109,5,140.69,141.93,561.52
2322,16529,213,1,273.41,41.27,232.14
2323,12089,224,5,862.16,268.84,4041.96
2324,23531,93,1,240.86,26.91,213.95
2325,11295,139,3,88.3,7.78,257.12
2326,16718,116,3,590.02,176.04,1594.02
2327,30178,64,2,765.19,262.95,1267.43
2328,11893,45,1,906.69,83.83,822.86
2329,3173,30,4,356.22,306.72,1118.16
2330,25551,61,6,293.33,254.97,1505.01
2331,28593,114,6,375.68,249.6,2004.48
2332,18004,70,1,399.44,49.32,350.12
2333,26244,202,1,769.54,113.93,655.61
2334,1437,199,5,531.13,,2252.74
2335,3713,159,6,473.47,647.51,2193.31
2336,26869,85,2,504.17,141.58,866.76
2337,19877,219,4,70.66,44.16,238.48
2338,30545,164,5,434.45,34.17,2138.08
2339,8106,235,5,284.71,194.3,1229.25
2340,12100,8,6,556.52,160.86,3178.26
2341,18089,209,2,374.58,86.2,662.96
2342,14168,138,2,605.48,51.11,1159.85
2343,12493,112,4,424.64,105.9,1592.66
2344,10553,86,1,873.63,155.05,718.58
2345,31835,229,1,598.11,68.59,529.52
2346,7243,112,1,739.07,174.44,564.63
2347,29979,136,1,703.49,131.97,571.52
2348,31631,225,4,191.64,153.43,613.13
2349,11617,150,4,569.35,456.48,1820.92
2350,30948,139,5,733.68,,3323.21
2351,13218,122,1,289.52,51.75,237.77
2352,3095,71,1,942.77,212.05,730.72
2353,23057,74,-2,806.22,82.75,8110.15
2354,12532,180,6,516.99,223.59,2878.35
2355,21198,138,5,329.36,216.65,1430.15
2356,29657,113,3,821.58,20.41,2444.33
2357,4108,9,2,252.63,33.94,471.32
2358,29492,25,1,123.0,,120.11
2359,17772,98,1,931.97,191.84,740.13
2360,15712,139,6,625.07,,3536.66
2361,3633,2,4,865.56,737.28,2724.96
2362,29643,10,2,881.18,88.46,1673.9
2363,23341,203,4,769.55,160.58,2917.62
2364,6836,235,5,668.63,96.97,3246.18
2365,9216,127,4,514.3,312.17,1745.03
2366,3609,150,6,750.24,770.82,3730.62
2367,24140,16,5,525.69,614.18,2014.27
2368,999999,99999,-6,474.63,43.74,13546.12
2369,8107,198,-6,807.75,1061.28,15821.89
2370,29333,82,1,840.59,70.16,770.43
2371,22430,183,1,189.64,19.94,169.7
2372,8492,114,6,898.1,342.17,5046.43
2373,29760,152,5,398.88,255.3,1739.1
2374,3649,173,2,146.17,47.07,245.27
2375,14790,130,1,860.93,91.16,769.77
2376,28966,154,5,535.47,253.17,2424.18
2377,31005,24,6,245.85,81.2,1393.9
2378,24095,153,5,501.66,263.24,2245.06
2379,14816,81,4,588.83,353.56,2001.76
2380,1732,98,4,807.55,293.42,2936.78
2381,25140,205,4,67.53,28.56,241.56
2382,12225,198,6,872.71,610.59,4625.67
2383,26200,31,1,410.38,86.24,324.14
2384,18347,174,6,215.96,18.72,1277.04
2385,11063,224,1,243.86,28.1,215.76
2386,31722,205,6,223.94,7.29,1336.35
2387,20958,118,5,837.95,977.08,3212.67
2388,23855,93,2,117.37,9.13,225.61
2389,28953,236,6,227.03,163.96,1198.22
2390,11676,152,4,360.37,320.7,1120.78
2391,4542,9,6,764.84,735.76,3853.28
2392,26025,39,6,337.81,377.58,1649.28
2393,29296,173,1,585.41,116.7,468.71
2394,6446,7,6,795.08,441.13,4329.35
2395,20390,54,1,400.44,27.95,372.49
2396,6520,167,3,137.1,17.32,393.98
2397,3554,177,4,925.02,846.82,2853.26
2398,6989,106,1,487.04,37.72,449.32
2399,4611,190,5,948.34,286.64,4455.06
2400,15082,106,4,853.11,87.27,3325.17
2401,14878,73,2,102.83,10.41,195.25
2402,20060,191,4,343.12,151.26,1221.22
2403,16902,213,4,832.27,22.61,3306.47
2404,11258,51,5,648.41,284.59,2957.46
2405,25470,126,2,354.17,103.86,604.48
2406,31474,146,5,395.15,444.58,1531.17
2407,31021,81,5,760.64,27.61,3775.59
2408,4970,45,6,461.71,195.21,2575.05
2409,5346,209,2,133.58,66.57,200.59
2410,9870,171,4,522.45,277.82,1811.98
2411,10005,194,3,108.09,20.71,303.56
2412,25354,46,5,839.93,271.46,3928.19
2413,9790,156,4,766.99,319.33,2748.63
2414,29000,49,2,644.14,289.12,999.16
2415,25518,191,4,374.45,335.45,1162.35
2416,8195,55,2,125.38,22.48,228.28
2417,24430,132,3,602.04,207.12,1599.0
2418,15624,10,3,588.49,87.66,1677.81
2419,28856,65,5,805.96,894.16,3135.64
2420,15234,140,-2,833.53,,9552.57
2421,11284,121,6,884.58,936.95,4370.53
2422,25135,1,2,621.17,190.43,1051.91
2423,27710,170,4,451.23,389.53,1415.39
2424,9590,37,4,202.53,111.26,698.86
2425,5308,178,5,690.6,794.6,2658.4
2426,14582,220,3,92.27,11.08,265.73
2427,16799,146,1,663.93,128.91,535.02
2428,27674,17,3,330.25,65.64,925.11
2429,4676,222,-3,695.49,379.22,5923.19
2430,30163,198,4,774.61,328.29,2770.15
2431,3039,164,1,899.74,93.1,806.64
2432,12020,137,2,99.92,30.57,169.27
2433,9814,224,5,571.77,541.89,2316.96
2434,2807,52,3,909.53,579.23,2149.36
2435,18969,27,1,624.09,132.5,491.59
2436,4723,11,1,305.15,15.95,289.2
2437,2161,193,5,722.52,276.05,3336.55
2438,31310,179,3,350.19,145.57,905.0
2439,1847,149,5,814.63,751.64,3321.51
2440,19448,155,3,621.31,,1439.67
2441,28250,147,2,603.46,239.47,967.45
2442,19233,164,5,126.26,126.23,505.07
2443,2708,122,6,462.4,166.95,2607.45
2444,26800,3,2,329.06,158.21,499.91
2445,999999,99999,-2,641.59,10.91,4001.22
2446,7522,17,1,911.13,12.92,898.21
2447,16071,118,3,560.43,389.55,1291.74
2448,222,178,1,94.36,19.97,74.39
2449,20623,219,3,564.94,83.24,1611.58
2450,11883,113,1,665.31,10.17,655.14
2451,912,18,4,539.73,485.87,1673.05
2452,10670,90,5,542.69,586.94,2126.51
2453,15608,61,6,165.76,198.51,796.05
2454,16515,61,2,581.5,247.39,915.61
2455,999999,99999,-3,182.09,6.42,3114.64
2456,26918,69,5,150.02,98.73,651.37
2457,27437,185,3,382.31,142.6,1004.33
2458,7260,232,5,301.58,243.28,1264.62
2459,27299,35,5,433.78,238.7,1930.2
2460,6479,180,6,833.83,14.87,4988.11
2461,27532,166,3,693.45,485.05,1595.3
2462,13655,177,4,756.32,428.97,2596.31
2463,21232,179,1,694.63,106.96,587.67
2464,999999,99999,-2,942.15,75.39,7822.29
2465,18521,71,2,426.3,132.99,719.61
2466,10560,168,5,270.12,187.36,1163.24
2467,1275,213,5,216.28,171.1,910.3
2468,8993,86,1,84.63,9.01,75.62
2469,3360,70,2,109.95,38.62,181.28
2470,30165,118,3,246.89,85.67,655.0
2471,18957,81,5,750.89,228.86,3525.59
2472,28901,120,3,830.82,461.91,2030.55
2473,26659,122,6,654.92,695.47,3234.05
2474,17413,10,5,188.8,67.84,876.16
2475,4570,59,2,162.14,27.81,296.47
2476,6113,175,4,242.74,20.67,950.29
2477,14357,130,1,792.91,75.07,717.84
2478,9760,218,1,419.29,89.51,329.78
2479,21171,166,1,812.04,84.05,727.99
2480,16139,133,3,205.06,120.08,495.1
2481,9154,228,5,522.45,277.94,2334.31
2482,5240,66,6,473.01,382.69,2455.37
2483,3349,102,5,411.78,332.53,1726.37
2484,9808,118,3,787.39,260.6,2101.57
2485,11457,70,3,527.51,161.68,1420.85
2486,27050,22,3,503.19,296.25,1213.32
2487,23022,57,4,417.08,346.49,1321.83
2488,4154,127,3,99.55,1.03,297.62
2489,20297,65,1,90.28,17.33,72.95
2490,8293,18,5,775.26,926.16,2950.14
2491,17923,211,5,323.63,87.85,1530.3
2492,5515,26,3,288.39,,652.77
2493,25873,144,5,395.19,251.11,1724.84
2494,26805,59,5,185.05,36.2,889.05
2495,26289,150,3,830.27,151.28,2339.53
2496,13394,56,6,804.6,112.01,4715.59
2497,30819,101,6,774.29,414.44,4231.3
2498,13502,103,6,921.78,327.66,5203.02
2499,371,196,6,449.75,194.06,2504.44
2500,13387,138,6,942.03,1033.6,4618.58
2501,22632,87,4,449.59,201.09,1597.27
2502,31981,128,3,895.94,430.65,2257.17
2503,31969,110,2,843.34,90.94,1595.74
2504,6124,101,5,718.74,108.62,3485.08
2505,17521,40,2,590.94,1.99,1179.89
2506,21623,40,2,820.72,374.18,1267.26
2507,19640,14,6,96.5,47.52,531.48
2508,7286,136,2,256.52,35.27,477.77
2509,31106,232,4,200.53,113.72,688.4
2510,27556,26,5,708.79,800.17,2743.78
2511,1096,62,5,76.06,71.1,309.2
2512,11582,15,4,772.1,764.55,2323.85
2513,21369,156,2,272.19,119.79,424.59
2514,20744,115,3,402.32,0.13,1206.83
2515,25033,91,3,556.67,368.79,1301.22
2516,374,120,5,114.81,,460.43
2517,9392,188,2,670.51,217.26,1123.76
2518,21602,42,6,405.17,342.44,2088.58
2519,799,151,4,453.78,,1809.94
2520,5542,159,6,361.5,380.05,1788.95
2521,20952,35,5,892.03,954.23,3505.92
2522,24529,164,4,788.69,360.71,2794.05
2523,11291,150,2,894.35,156.94,1631.76
2524,24949,119,3,119.69,63.77,295.3
2525,7073,151,1,660.52,93.66,566.86
2526,26991,77,2,147.36,2.53,292.19
2527,15721,125,3,445.26,140.25,1195.53
2528,25478,232,6,706.79,561.62,3679.12
2529,22507,30,6,435.57,506.02,2107.4
2530,17438,202,4,830.98,354.49,2969.43
2531,9629,213,6,254.9,336.2,1193.2
2532,21031,118,4,394.93,85.23,1494.49
2533,21715,230,6,460.35,142.42,2619.68
2534,23619,196,2,622.14,239.81,1004.47
2535,23938,147,5,793.88,413.85,3555.55
2536,16813,198,1,243.98,18.28,225.7
2537,29194,151,1,754.34,52.84,701.5
2538,28646,29,1,940.76,15.06,925.7
2539,22656,232,1,588.22,108.4,479.82
2540,21301,41,2,352.07,28.95,675.19
2541,3114,69,3,813.94,94.36,2347.46
2542,22379,70,6,574.68,269.17,3178.91
2543,29565,238,5,637.38,219.62,2967.28
2544,1350,185,6,143.9,30.95,832.45
2545,1842,184,4,87.77,63.74,287.34
2546,29657,212,3,190.01,37.92,532.11
2547,9913,154,3,164.87,67.75,426.86
2548,8539,101,1,192.6,46.76,145.84
2549,22825,107,4,278.79,218.61,896.55
2550,4430,185,1,352.68,7.58,345.1
2551,15188,83,-2,428.31,78.45,2808.61
2552,8446,147,5,844.16,768.52,3452.28
2553,10222,177,1,191.17,28.2,162.97
2554,21516,87,6,693.23,628.1,3531.28
2555,7397,91,5,424.67,46.89,2076.46
2556,19367,115,6,699.4,259.78,3936.62
2557,9954,110,3,301.31,7.69,896.24
2558,17713,5,6,652.33,407.34,3506.64
2559,14665,98,4,775.36,509.26,2592.18
2560,10446,141,2,703.81,271.55,1136.07
2561,9459,35,3,549.65,125.72,1523.23
2562,31102,135,6,207.87,26.02,1221.2
2563,1061,66,2,594.53,43.0,1146.06
2564,2832,209,6,589.48,394.5,3142.38
2565,999999,99999,-2,747.47,151.32,7720.88
2566,2312,200,2,525.64,30.8,1020.48
2567,2755,95,1,570.05,138.71,431.34
2568,11946,113,5,433.05,231.75,1933.5
2569,11871,91,-1,707.34,142.64,2894.64
2570,18668,103,6,579.95,472.08,3007.62
2571,24990,235,3,307.44,106.99,815.33
2572,27000,216,4,789.61,459.94,2698.5
2573,16014,186,3,619.72,41.75,1817.41
2574,31882,11,4,705.49,415.81,2406.15
2575,15401,28,1,844.89,85.55,759.34
2576,20100,67,4,683.59,190.25,2544.11
2577,1730,42,4,193.61,92.17,682.27
2578,24741,129,5,867.17,284.07,4051.78
2579,20304,179,-4,179.43,,2878.05
2580,3823,167,5,558.36,177.21,2614.59
2581,31250,6,4,658.57,4.99,2629.29
2582,3836,93,5,927.87,685.31,3954.04
2583,2819,28,5,825.57,,3211.62
2584,2440,181,2,488.36,147.45,829.27
2585,10602,196,1,938.73,232.39,706.34
2586,28995,52,3,84.31,10.24,242.69
2587,15976,196,2,75.91,36.55,115.27
2588,28841,164,3,426.05,53.76,1224.39
2589,30793,104,6,222.42,14.5,1320.02
2590,1143,185,1,273.58,58.97,214.61
2591,27013,73,5,574.69,567.75,2305.7
2592,27062,110,1,283.64,58.77,224.87
2593,5950,219,4,495.39,287.26,1694.3
2594,15897,64,6,290.55,16.89,1726.41
2595,9460,40,1,802.38,184.22,618.16
2596,28510,89,6,595.31,737.57,2834.29
2597,2108,37,5,102.74,101.49,412.21
2598,9946,105,4,62.49,57.37,192.59
2599,28522,16,1,775.42,1.02,774.4
2600,8518,62,2,941.57,155.16,1727.98
2601,31311,109,3,744.37,24.32,2208.79
2602,30831,163,1,283.61,45.25,238.36
2603,999999,99999,-2,338.59,105.32,3173.97
2604,9082,165,4,208.91,129.72,705.92
2605,19178,66,1,543.01,114.63,428.38
2606,362,84,5,625.59,477.99,2649.96
2607,21487,121,6,792.49,69.72,4685.22
2608,18722,177,1,394.76,0.16,394.6
2609,15790,135,1,805.1,52.88,752.22
2610,2364,6,2,522.32,68.89,975.75
2611,18537,216,3,661.19,144.17,1839.4
2612,13165,82,2,101.27,24.56,177.98
2613,27773,206,3,354.1,227.77,834.53
2614,31810,190,4,640.56,437.2,2125.04
2615,19220,22,1,436.66,28.58,408.08
2616,17689,148,6,161.77,137.82,832.8
2617,7314,113,2,293.21,,531.61
2618,4493,26,4,64.88,57.69,201.83
2619,23888,6,5,882.9,19.58,4394.92
2620,7413,153,1,911.36,222.1,689.26
2621,24087,138,1,921.81,88.53,833.28
2622,28369,25,2,331.14,,598.66
2623,31997,6,6,695.36,248.36,3923.8
2624,29529,215,3,551.79,328.92,1326.45
2625,20913,60,4,870.3,454.36,3026.84
2626,999999,99999,-5,305.38,87.85,6759.03
2627,6631,15,1,163.66,37.21,126.45
2628,16231,189,3,695.76,463.65,1623.63
2629,20958,123,1,324.04,44.66,279.38
2630,16944,199,3,307.54,96.75,825.87
2631,6382,38,5,315.8,5.14,1573.86
2632,18849,147,3,566.32,190.85,1508.11
2633,14808,225,1,310.25,,235.88
2634,6364,49,4,859.66,822.26,2616.38
2635,31986,107,1,180.61,1.38,179.23
2636,17153,28,1,924.75,188.58,736.17
2637,7023,27,4,782.91,212.99,2918.65
2638,19590,83,1,199.12,18.43,180.69
2639,10330,178,6,433.68,274.97,2327.11
2640,17828,158,6,76.97,69.36,392.46
2641,25509,233,6,561.82,749.7,2621.22
2642,26241,239,3,115.65,9.78,337.17
2643,30019,114,3,628.37,431.75,1453.36
2644,17508,202,3,502.99,346.06,1162.91
2645,18263,116,5,732.15,367.13,3293.62
2646,2559,68,6,183.92,72.45,1031.07
2647,11774,231,2,620.02,154.67,1085.37
2648,6678,216,-2,880.82,373.98,6464.18
2649,27318,92,4,794.13,653.01,2523.51
2650,14491,152,3,93.12,38.16,241.2
2651,10520,54,4,445.12,83.68,1696.8
2652,15959,70,2,905.34,187.68,1623.0
2653,16574,228,4,638.62,288.98,2265.5
2654,7937,33,6,857.06,364.82,4777.54
2655,5980,90,1,324.86,39.24,285.62
2656,1793,122,3,789.68,251.11,2117.93
2657,9135,189,5,678.52,211.63,3180.97
2658,10047,216,4,70.14,39.61,240.95
2659,17649,208,1,886.73,123.75,762.98
2660,31287,94,4,631.82,204.38,2322.9
2661,30863,70,1,88.76,5.24,83.52
2662,15857,51,5,555.6,479.05,2298.95
2663,31298,164,4,667.8,518.61,2152.59
2664,8493,226,1,257.85,4.51,253.34
2665,19738,105,4,778.25,503.43,2609.57
2666,807,59,2,682.22,266.09,1098.35
2667,1040,35,2,442.54,107.53,777.55
2668,30282,74,5,639.01,600.1,2594.95
2669,29548,227,1,830.95,32.78,798.17
2670,28194,138,1,639.17,154.11,485.06
2671,24101,211,3,499.32,11.6,1486.36
2672,3583,109,2,81.96,28.88,135.04
2673,5155,134,5,163.82,79.07,740.03
2674,902,32,6,223.5,11.5,1329.5
2675,999999,99999,-5,629.36,342.93,14531.52
2676,7636,14,5,483.72,467.7,1950.9
2677,17114,109,1,274.14,27.33,246.81
2678,15243,165,2,673.59,,1025.1
2679,9270,112,6,647.9,415.22,3472.18
2680,17455,144,5,123.63,148.47,469.68
2681,18766,168,3,560.4,275.6,1405.6
2682,25387,51,4,630.86,140.66,2382.78
2683,2009,173,1,124.33,15.73,108.6
2684,23845,94,2,337.3,140.23,534.37
2685,15717,167,6,175.42,212.49,840.03
2686,31665,141,6,823.99,1140.75,3803.19
2687,7291,75,6,324.31,201.51,1744.35
2688,29931,212,5,937.73,813.3,3875.35
2689,22985,226,2,874.73,355.76,1393.7
2690,22698,158,1,109.92,6.85,103.07
2691,5713,12,3,238.66,174.61,541.37
2692,16876,71,6,769.93,617.6,4001.98
2693,31851,1,1,458.51,54.93,403.58
2694,2575,23,3,159.83,72.83,406.66
2695,19241,102,5,169.07,70.05,775.3
2696,17991,66,5,350.67,260.62,1492.73
2697,12588,79,6,506.28,235.17,2802.51
2698,22768,54,1,686.5,112.13,574.37
2699,24590,1,2,324.97,55.81,594.13
2700,9768,234,5,804.77,446.3,3577.55
2701,14903,140,1,350.16,30.43,319.73
2702,31114,179,2,321.83,157.98,485.68
2703,9369,39,4,909.63,526.24,3112.28
2704,21781,149,1,922.54,169.61,752.93
2705,25307,163,6,621.98,,3464.97
2706,19268,164,5,500.89,186.93,2317.52
2707,9524,113,1,755.64,155.3,600.34
2708,18206,129,1,760.61,21.15,739.46
2709,28140,236,5,832.57,83.45,4079.4
2710,23060,219,6,762.0,455.1,4116.9
2711,4410,147,5,72.59,53.65,309.3
2712,21012,206,3,841.09,618.03,1905.24
2713,22259,107,5,344.07,48.04,1672.31
2714,28846,226,1,487.08,111.62,375.46
2715,1821,70,1,255.46,20.39,235.07
2716,21505,226,3,457.12,305.39,1065.97
2717,525,166,2,201.18,40.58,361.78
2718,25536,93,4,669.39,,2238.58
2719,14579,231,6,272.54,78.03,1557.21
2720,13089,170,6,465.54,373.12,2420.12
2721,27867,200,1,666.45,38.2,628.25
2722,6406,127,4,327.35,10.85,1298.55
2723,19386,156,6,546.4,615.31,2663.09
2724,29357,218,4,674.48,23.28,2674.64
2725,27123,52,3,831.08,213.91,2279.33
2726,8134,99,2,296.02,24.89,567.15
2727,31640,153,2,937.57,28.37,1846.77
2728,30272,124,1,71.6,12.87,58.73
2729,24256,73,2,451.02,55.34,846.7
2730,15551,79,2,282.12,17.84,546.4
2731,17887,227,4,876.41,860.7,2644.94
2732,18547,63,3,903.93,666.21,2045.58
2733,14136,33,2,672.2,77.57,1266.83
2734,17407,32,5,353.49,36.05,1731.4
2735,24275,32,2,561.64,60.73,1062.55
2736,15080,144,6,439.87,510.12,2129.1
2737,22262,80,6,553.24,461.31,2858.13
2738,13852,92,6,260.55,352.88,1210.42
2739,2602,80,5,780.27,658.15,3243.2
2740,24980,105,5,235.69,284.58,893.87
2741,17489,18,2,546.5,37.88,1055.12
2742,26393,215,6,848.89,251.24,4842.1
2743,10423,237,5,895.58,352.75,4125.15
