feedback_id,customer_id,order_id,branch_id,rating,feedback_category,feedback_date,comment_length_words
1412,4994,13167,9,5,Cleanliness,2023-06-14,
1413,1124,23769,14,1,Food Quality,2023-08-04,34
1414,2650,3752,27,3,Food Quality,2023-04-30,13
1415,3239,29176,22,5,Value for Money,2024-05-24,19
1416,6068,7099,8,4,Value for Money,2023-07-02,40
1417,4926,10674,15,3,Food Quality,2023-08-04,26
1418,4488,17488,2,3,Food Quality,2024-10-16,5
1419,856,9786,15,1,Food Quality,2023-05-17,
1420,2605,838,22,4,Value for Money,2024-05-09,36
1421,3201,2333,6,1,Value for Money,2024-08-06,2
1422,4862,9955,15,5,Value for Money,2024-02-28,17
1423,5875,29775,25,4,Delivery Time,2024-06-12,3
1424,6288,22973,23,5,Delivery Time,2023-05-23,37
1425,5546,9290,24,5,Service,2024-04-21,25
1426,2913,16657,10,5,Cleanliness,2024-12-17,26
1427,2729,978,7,4,Ambience,2023-05-26,34
1428,6910,8960,6,4,Food Quality,2023-12-17,32
1429,602,29990,4,5,Service,2023-08-26,10
1430,4014,27094,7,3,Cleanliness,2023-03-12,1
1431,2682,17930,9,4,Delivery Time,2023-08-21,4
1432,2081,16716,21,1,Ambience,2024-10-31,36
1433,3052,6451,6,5,Delivery Time,2023-08-16,28
1434,761,15586,14,5,Cleanliness,2023-07-05,
1435,1604,4647,7,3,Cleanliness,2024-03-14,30
1436,5075,15665,27,2,Cleanliness,2024-01-03,11
1437,3989,15626,26,5,Cleanliness,2023-05-15,18
1438,3070,29359,8,5,Service,2024-12-23,24
1439,2224,3675,7,5,Ambience,2023-04-26,28
1440,2761,16183,25,3,Food Quality,2023-04-12,26
1441,234,2917,25,4,Cleanliness,2024-11-03,16
1442,739,13738,1,3,Food Quality,2023-01-28,26
1443,3012,11363,26,5,Food Quality,2023-07-12,33
1444,5259,14767,16,1,Value for Money,2024-07-25,17
1445,2207,15659,4,5,Cleanliness,2024-10-22,12
1446,2057,15550,17,3,Delivery Time,2023-12-08,15
1447,6612,1281,28,4,Value for Money,2023-02-01,13
1448,2133,6704,15,5,Service,2024-12-17,5
1449,921,7517,8,5,Delivery Time,2023-09-25,19
1450,3607,11418,24,4,Cleanliness,2024-08-15,16
1451,2433,14321,5,2,Service,2024-10-01,19
1452,3418,17775,13,2,Food Quality,2024-11-20,19
1453,2223,6858,24,4,Cleanliness,2024-04-25,15
1454,1988,25257,16,4,Service,2024-05-25,14
1455,4891,21068,24,4,Food Quality,2023-08-05,1
1456,6340,25201,16,4,Value for Money,2023-11-16,40
1457,3107,24889,1,5,Ambience,2023-05-27,29
1458,3531,27357,25,1,Food Quality,2023-02-04,25
1459,5607,15464,25,3,Value for Money,2023-12-12,40
1460,2742,1570,21,4,Delivery Time,2024-08-27,20
1461,622,26990,6,4,Ambience,2023-10-24,39
1462,6507,7851,24,4,Cleanliness,2023-10-19,1
1463,5489,4666,25,4,Cleanliness,2024-11-12,34
1464,2834,17078,10,3,Ambience,2023-01-18,25
1465,6882,23983,26,4,Service,2024-05-10,30
1466,3423,3678,14,5,Service,2023-07-29,13
1467,1745,25375,17,5,Delivery Time,2024-02-25,18
1468,5869,20832,8,4,Ambience,2023-11-22,7
1469,2066,1609,8,3,Delivery Time,2024-08-09,24
1470,1044,5394,11,4,Ambience,2024-01-04,11
1471,4202,31605,27,3,Service,2023-01-24,
1472,3101,27066,3,3,Cleanliness,2024-06-05,15
1473,823,18289,4,4,Ambience,2023-08-19,6
1474,2870,31642,9,4,Cleanliness,2023-06-05,32
1475,6128,2872,25,2,Service,2023-05-03,9
1476,4724,16828,11,5,Cleanliness,2023-08-09,18
1477,2895,21167,4,5,Ambience,2024-09-21,18
1478,791,2900,3,4,Value for Money,2024-01-01,2
1479,172,9151,28,4,Cleanliness,2024-02-27,11
1480,6397,17271,1,5,Food Quality,2024-10-06,24
1481,4074,5468,5,4,Service,2024-02-29,9
1482,4407,23418,12,5,Delivery Time,2024-11-13,0
1483,6532,2625,4,4,Value for Money,2024-06-24,
1484,2082,2344,8,3,Service,2024-10-26,31
1485,3004,23223,11,3,Food Quality,2023-07-20,20
1486,3126,17753,20,4,Value for Money,2023-10-11,24
1487,5445,22656,27,3,Service,2024-12-05,36
1488,6162,8046,19,3,Delivery Time,2023-07-19,28
1489,5389,12023,21,3,Delivery Time,2024-06-22,13
1490,3440,3193,15,3,Ambience,2023-08-07,20
1491,3705,21141,5,5,Cleanliness,2023-09-07,27
1492,5772,1563,15,3,Delivery Time,2024-01-13,26
1493,4845,27005,13,3,Delivery Time,2023-08-27,
1494,5553,25691,9,3,Cleanliness,2024-01-04,20
1495,1283,25648,14,3,Value for Money,2024-11-15,0
1496,6486,6031,20,2,Food Quality,2023-09-17,4
1497,1292,22779,13,4,Service,2024-02-06,7
1498,2717,483,12,5,Service,2023-06-23,12
1499,3364,23622,26,3,Delivery Time,2024-08-18,29
1500,2097,4448,22,4,Service,2023-11-03,21
1501,3611,5097,12,4,Service,2023-01-23,33
1502,99999,999999,999,8,Cleanliness,2023-06-11,36
1503,1415,10412,5,5,Cleanliness,2024-07-21,33
1504,6757,27160,18,4,Service,2023-11-01,7
1505,481,2877,26,3,Service,2023-01-01,12
1506,4661,10257,24,5,Delivery Time,2023-03-21,10
1507,5035,3770,9,5,Service,2024-12-16,28
1508,5779,23003,23,3,Ambience,2024-06-04,32
1509,4324,25227,6,1,Food Quality,2024-03-13,23
1510,718,7183,5,3,Delivery Time,2023-10-19,36
1511,6691,31875,6,3,Ambience,2024-01-07,20
1512,6794,929,4,5,Cleanliness,2023-01-22,16
1513,3952,4362,15,1,Delivery Time,2023-09-11,35
1514,1710,15293,3,4,Cleanliness,2023-07-01,21
1515,4562,19513,13,4,Service,2024-08-20,16
1516,1200,26615,22,5,Value for Money,2023-01-30,10
1517,3582,7572,17,1,Food Quality,2023-11-11,31
1518,1589,9365,28,5,Cleanliness,2024-08-12,33
1519,4744,2874,5,2,Service,2024-03-26,40
1520,3482,19670,27,5,Ambience,2024-10-13,14
1521,6787,27445,13,5,Ambience,2023-02-11,12
1522,3040,18432,18,4,Food Quality,2024-11-24,11
1523,2477,16793,13,4,Ambience,2024-01-26,20
1524,971,20664,7,5,Service,2023-06-13,31
1525,5639,14080,17,5,Value for Money,2024-03-20,36
1526,1092,590,10,5,Food Quality,2024-02-17,30
1527,1609,3249,8,5,Value for Money,2024-10-16,20
1528,5748,26043,3,4,Food Quality,2024-05-09,1
1529,641,7977,2,5,Value for Money,2023-02-17,26
1530,1777,9508,7,5,Cleanliness,2024-08-29,35
1531,4457,20214,3,4,Service,2024-12-14,20
1532,2131,4614,26,5,Delivery Time,2024-01-13,19
1533,3099,25755,27,5,Value for Money,2023-01-09,22
1534,6513,6273,25,3,Delivery Time,2023-07-07,19
1535,2516,8397,27,4,Service,2023-03-09,2
1536,5708,14946,8,5,Delivery Time,2023-04-10,2
1537,3215,419,9,3,Cleanliness,2024-06-06,27
1538,1720,23166,8,4,Value for Money,2023-10-19,4
1539,3819,2031,14,4,Delivery Time,2023-01-31,2
1540,613,23002,24,3,Food Quality,2024-03-07,6
1541,3170,8431,11,5,Ambience,2023-09-05,0
1542,4828,437,28,5,Service,2023-10-10,2
1543,2987,15961,13,4,Food Quality,2023-05-22,
1544,1849,10139,5,4,Ambience,2023-03-14,36
1545,3620,507,12,4,Service,2023-07-30,19
1546,1882,17637,26,1,Service,2024-12-12,19
1547,4876,26297,7,1,Cleanliness,2023-11-19,27
1548,5368,1653,26,2,Service,2023-07-04,32
1549,6820,18944,16,4,Service,2023-04-15,1
1550,790,24637,19,5,Service,2023-12-01,2
1551,1468,15987,20,4,Food Quality,2023-10-07,26
1552,1924,31964,23,5,Delivery Time,2024-01-21,24
1553,4177,30820,10,4,Value for Money,2023-10-03,40
1554,4768,28309,5,4,Service,2024-10-22,37
1555,5286,14313,18,2,Cleanliness,2023-09-02,35
1556,2031,11537,15,4,Ambience,2024-03-29,8
1557,2573,13155,15,4,Cleanliness,2023-08-21,11
1558,3974,2859,26,5,Delivery Time,2024-04-16,24
1559,2490,15403,24,4,Delivery Time,2023-05-30,0
1560,6989,10208,28,4,Service,2023-09-22,30
1561,3699,18270,25,5,Value for Money,2023-10-24,34
1562,3787,15032,27,3,Delivery Time,2024-03-30,0
1563,1734,7169,21,2,Cleanliness,2023-12-14,14
1564,1550,17122,5,5,Cleanliness,2024-06-14,6
1565,5473,23368,3,2,Delivery Time,2024-11-21,31
1566,630,9460,8,5,Service,2024-11-14,40
1567,3783,11052,19,3,Delivery Time,2023-08-07,28
1568,2808,11736,23,4,Delivery Time,2023-04-15,25
1569,3747,21627,19,3,Service,2023-02-18,14
1570,717,16159,22,5,Food Quality,2024-08-20,38
1571,6495,31740,15,4,Ambience,2023-02-03,
1572,2185,11860,4,2,Service,2024-07-28,14
1573,3241,14900,21,3,Value for Money,2024-06-03,24
1574,5833,19764,12,3,Food Quality,2023-05-05,34
1575,4088,4120,16,5,Food Quality,2024-08-14,34
1576,2213,23929,20,5,Cleanliness,2023-08-05,15
1577,2167,15463,1,5,Food Quality,2024-12-20,40
1578,4806,25497,23,4,Delivery Time,2023-10-05,36
1579,4264,4598,10,5,Cleanliness,2024-03-19,10
1580,6544,24654,16,2,Food Quality,2023-06-21,33
1581,4569,22763,11,5,Ambience,2023-12-24,7
1582,6612,8141,7,3,Value for Money,2024-03-07,36
1583,6828,14489,19,4,Ambience,2023-11-16,13
1584,4906,6599,18,4,Ambience,2023-06-02,14
1585,1938,16625,9,3,Ambience,2023-07-20,36
1586,5849,20931,14,5,Value for Money,2023-12-27,7
1587,2253,27668,2,4,Ambience,2024-07-11,7
1588,4572,19129,25,4,Service,2023-04-07,33
1589,2357,31549,20,4,Cleanliness,2024-06-24,10
1590,2373,527,1,5,Delivery Time,2023-03-21,29
1591,3854,28642,9,4,Ambience,2024-12-28,19
1592,791,23462,5,3,Service,2024-03-01,15
1593,2915,20851,10,5,Value for Money,2024-03-18,8
1594,80,11849,6,1,Food Quality,2023-09-21,7
1595,2193,9410,8,5,Ambience,2023-02-15,27
1596,1178,26617,14,2,Ambience,2023-10-18,36
1597,3119,7503,5,5,Cleanliness,2024-10-21,36
1598,112,11748,16,3,Service,2023-04-08,15
1599,2758,5419,11,2,Cleanliness,2023-07-03,25
1600,2943,1344,2,4,Food Quality,2024-09-12,22
1601,1717,10292,25,3,Delivery Time,2023-03-19,16
1602,6481,2272,6,7,Cleanliness,2023-05-07,38
1603,6058,8143,14,4,Ambience,2023-09-17,22
1604,4893,12556,13,5,Cleanliness,2023-11-08,
1605,6815,25179,1,4,Value for Money,2023-04-15,4
1606,5792,25568,10,4,Cleanliness,2024-08-16,20
1607,1899,3624,13,3,Food Quality,2024-11-17,17
1608,974,14063,17,5,Delivery Time,2023-03-08,14
1609,3806,27149,16,5,Ambience,2023-07-19,
1610,99999,999999,999,10,Value for Money,2024-03-07,40
1611,6494,13870,20,5,Cleanliness,2024-01-27,36
1612,879,30019,1,5,Ambience,2023-04-20,34
1613,6126,18403,18,5,Delivery Time,2023-06-04,18
1614,2285,21106,8,5,Food Quality,2024-03-06,27
1615,4711,29355,6,4,Value for Money,2024-09-28,23
1616,1428,31249,10,5,Food Quality,2024-07-13,9
1617,6527,5689,2,4,Cleanliness,2024-06-23,0
1618,5950,17666,27,5,Ambience,2024-10-12,14
1619,70,30032,15,4,Cleanliness,2023-12-17,24
1620,6801,1565,19,5,Service,2023-10-08,22
1621,4211,4888,27,5,Delivery Time,2024-02-25,26
1622,5748,9129,3,4,Service,2023-01-17,6
1623,5482,30038,12,9,Delivery Time,2023-02-05,30
1624,478,10459,28,1,Cleanliness,2023-11-22,21
1625,3753,15652,23,5,Ambience,2023-01-27,34
1626,24,24476,7,4,Service,2023-07-14,16
1627,6199,25196,18,4,Food Quality,2024-06-08,3
1628,3384,9395,1,5,Food Quality,2024-11-07,13
1629,1225,1142,11,5,Delivery Time,2024-12-13,6
1630,5671,3993,26,4,Delivery Time,2024-02-07,32
1631,5190,15952,27,3,Ambience,2023-08-19,19
1632,4737,17942,4,3,Ambience,2024-10-21,31
1633,6589,4880,22,3,Cleanliness,2023-04-09,30
1634,5036,31013,17,2,Value for Money,2024-11-28,28
1635,3625,20068,13,5,Value for Money,2023-11-15,10
1636,99999,999999,999,7,Service,2023-10-01,7
1637,6669,14829,6,4,Ambience,2024-06-29,14
1638,454,27024,19,4,Cleanliness,2024-03-22,37
1639,4725,12319,22,5,Service,2024-11-29,12
1640,5978,314,2,4,Service,2024-03-13,12
1641,4837,26845,2,5,Delivery Time,2024-08-17,28
1642,775,12381,10,5,Service,2024-10-02,20
1643,6330,24175,24,5,Ambience,2024-06-13,27
1644,2467,1292,28,5,Delivery Time,2024-05-29,5
1645,3181,22654,15,1,Delivery Time,2024-07-09,21
1646,5331,9171,19,5,Delivery Time,2024-11-29,33
1647,5211,15090,20,1,Food Quality,2023-01-11,0
1648,2785,26084,20,4,Food Quality,2024-10-02,21
1649,5325,6937,27,4,Delivery Time,2024-03-16,31
1650,2364,5781,18,5,Service,2023-12-01,39
1651,1540,6894,23,5,Ambience,2024-02-04,20
1652,6115,26442,15,1,Ambience,2023-01-26,30
1653,5996,11685,4,5,Value for Money,2023-11-28,9
1654,3641,6608,14,4,Cleanliness,2024-02-04,7
1655,3976,21157,28,5,Value for Money,2024-09-26,
1656,897,8906,22,5,Delivery Time,2023-12-26,12
1657,2578,157,10,1,Food Quality,2023-07-20,14
1658,2266,25478,28,3,Ambience,2024-09-13,18
1659,6237,1020,17,4,Cleanliness,2023-09-20,8
1660,2849,15058,5,4,Food Quality,2023-01-08,8
1661,1729,14734,28,4,Food Quality,2024-07-23,19
1662,3026,23721,18,5,Value for Money,2024-07-28,39
1663,6838,8824,27,4,Delivery Time,2023-09-12,36
1664,371,30279,4,4,Cleanliness,2023-02-09,4
1665,2336,1220,17,3,Food Quality,2024-05-22,40
1666,1471,12845,28,2,Service,2024-02-21,4
1667,1131,10092,2,3,Delivery Time,2023-04-19,26
1668,6260,20590,19,5,Value for Money,2023-07-18,7
1669,6867,11850,27,2,Cleanliness,2023-11-21,13
1670,2376,13709,14,4,Ambience,2023-04-29,35
1671,2886,27488,3,2,Service,2024-06-24,22
1672,6996,15489,16,5,Ambience,2024-10-09,8
1673,4437,3612,24,3,Ambience,2023-12-23,8
1674,29,25598,21,4,Food Quality,2024-04-10,31
1675,5378,4207,17,5,Service,2024-06-11,15
1676,3718,207,10,3,Value for Money,2023-11-10,34
1677,5945,15232,22,1,Service,2024-11-19,26
1678,6371,5585,10,4,Delivery Time,2023-08-18,30
1679,1790,1003,10,1,Delivery Time,2023-12-22,9
1680,3404,1740,17,4,Delivery Time,2023-08-04,9
1681,338,24306,4,5,Food Quality,2024-03-05,19
1682,6945,2228,10,1,Service,2023-11-05,9
1683,4558,2846,4,5,Value for Money,2024-06-12,32
1684,5418,17407,9,4,Cleanliness,2024-07-28,8
1685,5494,7223,17,5,Food Quality,2024-05-26,19
1686,6883,13512,22,3,Food Quality,2023-12-01,3
1687,2154,2757,18,5,Cleanliness,2024-05-25,22
1688,2339,16025,3,5,Service,2024-03-19,26
1689,4086,22652,6,2,Value for Money,2024-04-20,10
1690,2659,4663,7,2,Value for Money,2024-11-13,3
1691,257,4683,4,2,Delivery Time,2023-07-23,6
1692,2184,23562,28,3,Food Quality,2024-04-03,27
1693,2463,355,12,4,Ambience,2023-03-26,20
1694,5508,16655,16,4,Cleanliness,2023-11-23,6
1695,3456,11658,28,3,Food Quality,2023-01-18,22
1696,852,30094,3,5,Cleanliness,2024-09-28,26
1697,36,145,9,5,Ambience,2024-09-28,9
1698,6340,17842,25,5,Value for Money,2023-05-05,17
1699,6058,31425,22,3,Service,2024-10-09,12
1700,1186,29949,9,4,Cleanliness,2023-07-27,25
1701,2730,30816,10,4,Cleanliness,2023-09-29,33
1702,6317,19802,1,4,Food Quality,2024-06-28,13
1703,3975,23504,18,4,Value for Money,2024-12-30,23
1704,5629,2331,1,5,Value for Money,2024-04-04,13
1705,6377,26877,24,4,Cleanliness,2023-11-29,1
1706,5044,2942,2,5,Ambience,2023-03-07,4
1707,4747,20003,22,1,Cleanliness,2024-02-23,35
1708,5510,27318,24,2,Ambience,2023-09-04,30
1709,838,10282,16,4,Service,2024-10-25,18
1710,4399,10471,16,5,Service,2023-08-10,5
1711,5049,7560,20,5,Food Quality,2023-05-17,6
1712,1893,13354,19,4,Delivery Time,2024-11-14,34
1713,5410,12085,16,3,Service,2023-01-10,
1714,3021,26624,11,5,Cleanliness,2024-08-14,3
1715,75,3856,11,4,Food Quality,2024-08-13,2
1716,1986,19576,21,4,Service,2023-05-10,38
1717,1893,14238,23,4,Cleanliness,2023-08-21,24
1718,4629,4719,20,5,Value for Money,2023-04-15,26
1719,4709,12561,2,5,Food Quality,2023-12-17,38
1720,5090,19789,28,4,Service,2023-06-16,
1721,3676,23183,22,4,Ambience,2024-06-14,25
1722,2319,3363,15,5,Value for Money,2023-04-01,14
1723,1527,2836,2,2,Ambience,2024-04-22,26
1724,5884,17245,12,2,Value for Money,2024-03-25,36
1725,1337,27580,22,4,Service,2024-02-26,
1726,6612,11969,3,2,Delivery Time,2023-02-03,36
1727,2614,5613,10,4,Service,2024-11-03,24
1728,4690,3255,1,10,Delivery Time,2024-01-08,24
1729,6525,19976,2,5,Ambience,2023-11-21,37
1730,3738,20743,6,4,Cleanliness,2023-08-01,16
1731,260,2396,25,3,Delivery Time,2023-09-06,7
1732,2089,28758,6,5,Service,2024-03-09,1
1733,977,25666,27,4,Ambience,2023-04-25,25
1734,4541,16491,22,3,Food Quality,2023-11-21,26
1735,99999,999999,999,7,Food Quality,2024-07-22,18
1736,2538,29216,21,5,Delivery Time,2024-04-13,1
1737,4895,1225,1,4,Ambience,2024-06-04,3
1738,723,19262,26,4,Cleanliness,2023-07-10,30
1739,99999,999999,999,7,Value for Money,2023-05-20,8
1740,2270,12289,9,4,Cleanliness,2024-07-11,24
1741,1364,18998,17,4,Delivery Time,2023-05-24,15
1742,5116,2975,19,4,Food Quality,2023-05-20,30
1743,6990,21966,2,4,Ambience,2024-12-01,33
1744,5732,14464,16,4,Value for Money,2024-12-14,21
1745,426,4233,18,4,Value for Money,2024-06-18,34
1746,4284,30706,18,4,Cleanliness,2023-03-01,10
1747,2757,4931,25,3,Ambience,2024-10-12,31
1748,5176,155,28,5,Ambience,2024-07-05,12
1749,1182,29853,16,5,Cleanliness,2023-04-23,13
1750,1616,28676,19,4,Delivery Time,2024-03-06,38
1751,6042,8792,10,5,Food Quality,2024-02-26,0
1752,4830,15037,7,3,Delivery Time,2023-09-21,7
1753,925,24748,4,4,Delivery Time,2024-05-15,35
1754,6184,23381,5,4,Ambience,2024-08-12,4
1755,2586,8621,14,4,Food Quality,2024-12-25,39
1756,4629,616,24,3,Service,2024-09-20,31
1757,2484,26093,1,5,Food Quality,2024-11-28,27
1758,4687,12164,9,5,Delivery Time,2024-03-14,36
1759,1988,29980,26,3,Value for Money,2024-05-09,13
1760,5749,26875,16,5,Service,2024-07-14,21
1761,4411,14422,10,3,Value for Money,2024-11-13,18
1762,1114,9572,7,2,Value for Money,2024-08-31,2
1763,2579,4333,13,5,Service,2024-03-11,25
1764,1283,11037,6,3,Ambience,2023-06-02,29
1765,431,12633,5,4,Value for Money,2023-03-16,3
1766,1963,28209,22,5,Cleanliness,2023-08-04,39
1767,1851,5795,15,2,Service,2024-04-06,4
1768,4381,9259,1,4,Cleanliness,2023-06-10,25
1769,3469,17544,16,5,Food Quality,2023-02-17,29
1770,2534,5460,18,4,Ambience,2024-12-12,10
1771,3365,7372,9,3,Ambience,2023-01-07,8
1772,2371,15886,5,3,Cleanliness,2023-10-07,30
1773,4296,21030,6,4,Service,2024-10-28,35
1774,6432,30366,22,5,Cleanliness,2023-05-25,19
1775,6232,22704,10,3,Service,2024-08-09,
1776,4326,22563,15,5,Service,2024-01-22,36
1777,3752,13286,24,4,Delivery Time,2023-02-16,37
1778,4430,3970,11,3,Cleanliness,2024-12-21,18
1779,5906,16893,3,4,Service,2024-09-16,16
1780,3415,30713,12,5,Value for Money,2024-04-05,6
1781,5066,22223,21,2,Service,2023-03-12,10
1782,1378,31210,20,3,Cleanliness,2023-04-23,19
1783,5846,12901,28,5,Delivery Time,2024-02-17,9
1784,5603,23603,15,5,Food Quality,2023-08-18,19
1785,5762,20611,12,1,Cleanliness,2023-05-21,2
1786,3173,11831,17,1,Food Quality,2023-10-27,15
1787,472,26909,9,4,Value for Money,2023-10-22,9
1788,1170,13722,17,2,Delivery Time,2023-10-09,10
1789,4470,26103,8,5,Food Quality,2023-08-06,33
1790,2438,29004,4,5,Cleanliness,2023-09-28,33
1791,99999,999999,999,6,Ambience,2023-07-11,17
1792,3014,829,23,3,Cleanliness,2023-09-19,5
1793,6114,30720,18,5,Ambience,2024-07-03,22
1794,55,27206,19,4,Ambience,2024-09-12,30
1795,5847,7695,26,4,Ambience,2023-03-19,14
1796,5445,16740,16,5,Food Quality,2024-03-17,3
1797,5934,22222,2,5,Service,2024-07-22,30
1798,900,3347,19,4,Ambience,2024-10-13,39
1799,1006,17749,18,5,Cleanliness,2024-01-30,36
1800,2,11608,6,3,Cleanliness,2024-02-15,40
1801,613,4139,21,5,Service,2023-05-22,32
1802,5222,18952,11,3,Value for Money,2024-07-18,16
1803,4706,28019,3,3,Delivery Time,2023-02-11,12
1804,3775,8290,7,4,Cleanliness,2023-10-12,17
1805,99999,999999,999,9,Service,2023-05-21,3
1806,1985,3129,26,3,Value for Money,2024-10-13,35
1807,5401,18249,14,5,Food Quality,2023-12-19,17
1808,3780,8276,28,4,Service,2023-11-30,0
1809,1144,4633,25,4,Service,2023-05-01,11
1810,6344,1134,28,4,Delivery Time,2023-04-12,2
1811,2986,110,15,6,Delivery Time,2024-07-08,2
1812,2959,11966,15,4,Delivery Time,2024-10-24,34
1813,1743,20281,19,5,Value for Money,2024-07-09,14
1814,2249,27570,14,3,Food Quality,2024-12-22,31
1815,3869,26798,17,1,Ambience,2023-03-22,16
1816,2152,25465,15,5,Cleanliness,2024-03-04,37
1817,2980,29168,16,4,Food Quality,2024-01-10,31
1818,6668,28740,11,3,Delivery Time,2023-01-11,28
1819,5554,24017,19,5,Food Quality,2024-11-16,4
1820,5043,6824,27,4,Food Quality,2023-06-18,30
1821,47,17090,21,2,Service,2024-11-24,2
1822,5538,19467,20,1,Ambience,2024-03-09,11
1823,1778,6846,5,4,Food Quality,2023-05-07,17
1824,4882,25588,15,2,Cleanliness,2023-06-13,4
1825,4431,4781,19,3,Cleanliness,2023-01-10,4
1826,6918,19762,21,5,Food Quality,2023-06-26,11
1827,2465,26032,27,5,Value for Money,2024-03-11,36
1828,46,4511,21,3,Value for Money,2024-10-28,18
1829,3491,724,2,3,Delivery Time,2024-04-24,13
1830,5336,1445,3,1,Food Quality,2023-04-23,26
1831,1171,15859,11,5,Food Quality,2024-07-26,36
1832,1240,7074,11,4,Food Quality,2023-10-21,21
1833,545,12774,14,5,Value for Money,2024-03-28,12
1834,6113,17500,22,4,Service,2023-06-20,40
1835,5822,6866,28,3,Cleanliness,2023-09-20,31
1836,3154,27870,6,2,Cleanliness,2023-09-14,10
1837,3059,922,8,3,Food Quality,2024-11-14,24
1838,2773,27013,28,5,Ambience,2023-07-07,14
1839,5448,30258,18,3,Cleanliness,2024-08-15,35
1840,4206,25686,22,5,Ambience,2024-09-26,13
1841,244,14375,18,5,Service,2023-11-10,13
1842,99999,999999,999,9,Delivery Time,2024-09-12,10
1843,442,11912,28,5,Food Quality,2023-08-10,30
1844,5624,4198,6,4,Cleanliness,2024-07-21,4
1845,3359,6456,21,3,Delivery Time,2023-09-11,
1846,6637,12172,5,4,Delivery Time,2023-09-17,6
1847,492,1516,10,1,Cleanliness,2024-01-31,24
1848,141,6341,15,2,Food Quality,2024-11-26,14
1849,6621,12443,8,2,Delivery Time,2024-01-22,20
1850,779,12151,19,3,Value for Money,2023-12-25,27
1851,3214,8856,19,2,Value for Money,2023-01-09,25
1852,2993,23778,7,3,Delivery Time,2023-05-03,32
1853,938,11659,6,4,Cleanliness,2024-12-16,32
1854,5162,24983,26,5,Service,2023-03-30,32
1855,212,9206,19,3,Value for Money,2023-11-28,11
1856,4421,31864,23,3,Service,2024-01-12,21
1857,6545,17258,6,5,Service,2023-11-03,13
1858,5675,7891,8,2,Food Quality,2024-04-08,29
1859,5731,29547,22,4,Value for Money,2023-11-01,
1860,1447,14502,26,4,Ambience,2024-11-20,35
1861,945,30985,25,1,Service,2023-09-21,11
1862,6507,25067,23,3,Food Quality,2024-04-19,32
1863,2078,17394,3,5,Service,2024-03-26,8
1864,5667,11035,26,5,Cleanliness,2023-10-18,8
1865,3082,22320,5,5,Cleanliness,2023-08-24,1
1866,300,10061,5,3,Ambience,2023-04-07,37
1867,3098,9360,4,4,Ambience,2024-05-15,12
1868,4036,26713,23,4,Delivery Time,2023-11-28,39
1869,4314,1884,14,5,Service,2024-12-30,23
1870,5736,11584,28,3,Food Quality,2024-06-11,9
1871,3448,3878,27,1,Value for Money,2024-11-03,25
1872,1369,19579,4,5,Delivery Time,2024-05-22,
1873,6356,2000,11,5,Ambience,2023-11-18,24
1874,3212,331,12,2,Cleanliness,2024-05-05,38
1875,4943,6679,16,5,Delivery Time,2024-07-05,19
1876,196,5212,27,5,Value for Money,2024-04-08,1
1877,4918,1494,17,4,Service,2024-01-23,32
1878,2058,18404,10,2,Delivery Time,2024-12-02,11
1879,5360,14559,16,4,Cleanliness,2024-11-24,
1880,974,14270,14,5,Ambience,2023-04-16,26
1881,4928,30599,26,7,Cleanliness,2023-07-14,0
1882,1487,16940,7,5,Food Quality,2024-05-22,27
1883,5183,25976,9,4,Delivery Time,2024-07-31,40
1884,3738,26021,24,4,Service,2024-04-22,39
1885,1751,12182,24,5,Delivery Time,2023-02-18,2
1886,1696,18072,9,3,Food Quality,2024-09-15,14
1887,1312,17232,25,2,Value for Money,2023-03-11,15
1888,99999,999999,999,10,Ambience,2024-11-26,40
1889,1083,20430,25,5,Ambience,2023-03-23,28
1890,2746,22908,13,4,Value for Money,2024-10-11,33
1891,875,7445,2,4,Service,2023-09-23,31
1892,6172,27229,2,5,Ambience,2023-09-07,25
1893,6921,13699,25,5,Food Quality,2024-05-09,36
1894,2735,27303,11,5,Service,2023-08-25,8
1895,352,14097,4,4,Ambience,2024-06-23,38
1896,4991,21889,16,5,Ambience,2024-05-04,23
1897,4971,17682,26,5,Delivery Time,2024-03-06,27
1898,1696,18771,1,5,Cleanliness,2023-02-15,8
1899,4096,18493,5,4,Ambience,2024-06-17,17
1900,5972,11383,11,4,Food Quality,2023-10-27,15
1901,5275,26302,22,5,Value for Money,2023-05-07,37
1902,2076,30551,28,5,Cleanliness,2024-12-14,26
1903,4009,9404,13,5,Ambience,2023-01-14,32
1904,6627,29857,28,1,Food Quality,2024-05-16,17
1905,3561,18515,15,2,Food Quality,2023-01-04,21
1906,3687,27685,9,5,Delivery Time,2024-01-11,23
1907,4034,15727,16,3,Value for Money,2023-09-08,13
1908,3034,26048,28,5,Cleanliness,2024-08-15,11
1909,2229,26654,11,4,Service,2024-06-06,34
1910,3288,26844,14,4,Delivery Time,2023-05-03,27
1911,263,17132,11,2,Cleanliness,2023-01-21,1
1912,6807,19612,26,5,Service,2023-07-16,37
1913,5818,2297,17,3,Food Quality,2024-09-30,6
1914,444,27126,24,3,Service,2024-12-15,
1915,6462,5560,11,5,Ambience,2024-09-26,34
1916,6114,9554,24,5,Value for Money,2023-01-28,34
1917,6806,21159,20,4,Value for Money,2023-05-16,16
1918,1533,10903,11,4,Value for Money,2024-07-19,36
1919,5844,10458,8,3,Ambience,2024-12-05,17
