order_id,customer_id,branch_id,order_date,order_hour,order_type,order_status,payment_method,discount_pct,total_amount_inr,completion_time_minutes
9916,4905,15,2023-11-24,21,Takeaway,Completed,Cash,0,5775.17,45.6
9917,4806,28,2023-04-12,20,Online,Completed,UPI,20,4923.42,26.3
9918,4575,3,2024-08-24,21,Dine-In,Completed,Credit Card,0,4689.25,16.1
9919,419,10,2023-07-27,21,Online,Completed,Credit Card,5,2629.73,61.9
9920,3257,6,2024-02-14,15,Online,Completed,Credit Card,5,5110.72,64.4
9921,261,14,2024-03-28,8,Dine-In,Completed,Cash,5,2837.29,54.3
9922,6273,10,2023-12-11,21,Takeaway,Completed,Credit Card,5,4223.41,42.3
9923,478,8,2024-06-17,12,Dine-In,Completed,Credit Card,0,3765.59,28.8
9924,3904,27,2024-07-15,9,Online,Completed,Cash,20,2015.7,17.0
9925,4659,21,2024-07-06,20,Online,Completed,UPI,0,5536.93,67.1
9926,4946,20,2024-03-30,18,Online,Completed,Debit Card,0,3506.05,30.9
9927,4434,15,2023-11-02,12,Dine-In,Completed,Wallet,0,1529.61,45.3
9928,5783,25,2024-05-28,13,Takeaway,In Progress,Wallet,15,635.83,27.0
9929,1052,20,2024-08-19,17,Takeaway,Completed,Wallet,15,5991.6,43.6
9930,6958,16,2024-02-21,13,Online,Completed,Debit Card,20,2536.68,62.1
9931,1721,11,2024-09-03,22,Dine-In,Completed,UPI,0,954.4,62.1
9932,61,23,2024-11-04,22,Online,Completed,UPI,0,399.16,13.9
9933,4404,19,2023-04-17,23,Takeaway,Completed,Credit Card,0,4644.36,57.7
9934,2137,2,2024-08-03,12,Dine-In,Completed,Debit Card,0,1141.81,31.0
9935,4056,6,2023-07-07,21,Takeaway,Completed,UPI,10,3381.84,52.8
9936,3981,7,2024-09-08,9,Dine-In,Completed,Debit Card,15,740.49,56.3
9937,5694,10,2023-04-28,14,Dine-In,Completed,UPI,0,4259.82,17.2
9938,3430,8,2024-06-28,8,Dine-In,Completed,Wallet,20,1018.77,68.2
9939,99999,999,2023-05-27,12,Online,Completed,Cash,0,-2102.32,259.1
9940,4021,7,2023-05-02,13,Takeaway,Completed,Debit Card,0,2638.48,45.4
9941,386,18,2024-09-17,19,Takeaway,Cancelled,Wallet,20,5148.83,13.0
9942,5610,8,2023-06-10,20,Online,Completed,Wallet,15,680.28,17.6
9943,2489,3,2024-02-24,18,Takeaway,Completed,Wallet,15,3307.04,17.5
9944,6716,26,2023-04-11,15,Online,Completed,Cash,20,1196.95,63.6
9945,6680,2,2023-06-06,16,Takeaway,Completed,UPI,20,2714.56,37.5
9946,2320,26,2023-03-22,23,Online,Completed,Credit Card,5,5638.57,8.1
9947,4137,27,2023-10-05,17,Dine-In,Completed,Cash,0,318.39,13.7
9948,4525,5,2024-06-26,20,Takeaway,Completed,UPI,5,,16.4
9949,4940,8,2023-11-29,22,Dine-In,Completed,Wallet,15,,37.1
9950,6730,25,2023-06-25,16,Takeaway,Completed,Credit Card,20,882.31,46.2
9951,5964,18,2024-03-10,20,Takeaway,Completed,Debit Card,5,2460.53,70.5
9952,553,22,2024-03-16,15,Dine-In,Completed,Credit Card,5,5454.54,11.9
9953,4457,2,2023-01-20,9,Takeaway,Completed,Debit Card,0,4396.62,8.8
9954,1555,8,2024-12-17,19,Online,Cancelled,Cash,15,4590.36,12.5
9955,2096,5,2024-11-17,20,Dine-In,Completed,Cash,0,4841.49,46.5
9956,6784,26,2023-12-21,12,Takeaway,Completed,Cash,0,249.94,12.3
9957,3546,4,2024-08-03,20,Dine-In,Completed,Debit Card,0,5494.85,13.9
9958,3721,7,2024-02-26,20,Dine-In,Cancelled,Debit Card,10,2166.84,43.8
9959,5962,23,2023-09-07,23,Online,In Progress,Debit Card,0,1289.12,25.7
9960,4018,24,2023-09-18,10,Takeaway,Completed,Wallet,5,4022.36,54.8
9961,6405,23,2023-12-19,12,Online,Completed,Wallet,0,4624.68,50.6
9962,4248,1,2024-05-01,21,Takeaway,Completed,Debit Card,10,3330.83,68.7
9963,5329,10,2023-03-04,20,Takeaway,Completed,Cash,5,4025.37,40.2
9964,2076,26,2023-03-25,20,Takeaway,Completed,UPI,0,1427.74,58.3
9965,2124,2,2024-04-02,22,Dine-In,Completed,UPI,15,236.85,12.7
9966,6395,3,2024-04-06,19,Takeaway,Completed,Cash,0,417.01,15.1
9967,2643,6,2024-12-10,15,Dine-In,Completed,UPI,0,677.26,32.8
9968,2927,3,2023-01-23,13,Takeaway,Completed,UPI,15,367.98,10.5
9969,1937,4,2024-04-04,20,Online,Completed,Credit Card,0,3293.31,34.6
9970,6447,10,2023-09-18,17,Online,Completed,Wallet,20,5949.17,16.5
9971,2704,25,2023-07-26,21,Online,Completed,Debit Card,10,2426.32,63.8
9972,121,16,2024-02-11,11,Takeaway,Completed,Wallet,20,3142.36,8.4
9973,5385,27,2024-04-18,8,Takeaway,Completed,UPI,10,1918.39,68.6
9974,2367,11,2024-09-25,16,Online,Pending,Cash,0,942.63,17.8
9975,6293,7,2024-07-09,12,Online,Completed,Wallet,0,1050.17,48.2
9976,3047,5,2023-07-04,13,Online,Completed,Credit Card,15,3038.22,30.4
9977,6897,14,2023-06-23,12,Online,Completed,UPI,0,1980.84,57.7
9978,3407,7,2023-04-17,20,Dine-In,Completed,Cash,0,4509.86,55.7
9979,6221,12,2024-04-15,20,Takeaway,Completed,Debit Card,0,5585.95,21.4
9980,73,11,2023-07-27,15,Online,Completed,UPI,0,709.21,41.1
9981,2696,9,2024-09-17,20,Online,Completed,UPI,0,4141.14,48.4
9982,3289,24,2024-02-29,10,Takeaway,Completed,Wallet,20,1568.2,53.2
9983,3399,24,2023-12-31,15,Takeaway,Completed,Credit Card,0,630.68,65.3
9984,5395,25,2024-09-30,19,Dine-In,Completed,Cash,0,2717.18,26.8
9985,4409,16,2023-10-20,11,Online,Completed,Debit Card,0,4494.0,57.5
9986,4782,15,2024-09-17,20,Dine-In,Completed,UPI,5,3281.17,10.0
9987,4228,19,2024-02-09,22,Online,In Progress,Wallet,20,262.8,30.1
9988,5624,11,2024-07-25,13,Takeaway,Completed,Wallet,5,1670.26,64.0
9989,5615,16,2024-09-25,16,Online,Completed,Debit Card,20,4515.49,18.6
9990,2939,19,2023-03-22,12,Takeaway,Completed,Wallet,10,3204.23,57.4
9991,305,16,2023-08-04,20,Online,Completed,Wallet,0,4249.71,38.3
9992,2181,15,2024-09-05,20,Takeaway,Completed,Wallet,15,4470.56,8.5
9993,5792,17,2023-04-01,13,Online,Completed,Debit Card,5,4348.86,21.4
9994,1881,18,2023-10-30,21,Online,Completed,Credit Card,10,5653.04,71.5
9995,397,14,2024-03-01,20,Online,Completed,Credit Card,0,4208.95,29.7
9996,5934,11,2024-04-24,14,Takeaway,Completed,Wallet,5,4730.03,40.2
9997,4476,6,2023-04-21,20,Online,Completed,Credit Card,20,4470.82,71.6
9998,3899,3,2023-07-24,10,Online,Completed,Cash,5,523.53,53.6
9999,5151,1,2024-04-08,17,Dine-In,In Progress,Wallet,5,2657.37,23.6
10000,1762,26,2023-01-12,13,Dine-In,Cancelled,Credit Card,20,3650.1,52.9
10001,6627,7,2023-06-24,21,Takeaway,Completed,UPI,0,2316.28,9.5
10002,1081,9,2023-08-29,21,Online,Completed,Wallet,20,4789.68,50.0
10003,2343,19,2024-05-24,19,Online,Completed,Wallet,0,2769.55,23.5
10004,4657,4,2024-11-01,13,Online,Completed,Debit Card,0,,65.6
10005,310,10,2023-12-07,10,Takeaway,Completed,UPI,20,4719.66,52.0
10006,5018,5,2024-04-08,22,Online,Completed,Wallet,5,1159.6,67.5
10007,1153,26,2024-12-01,13,Online,Completed,Debit Card,0,637.88,37.4
10008,5411,23,2023-01-05,21,Takeaway,Completed,Credit Card,10,909.73,11.8
10009,216,17,2023-12-06,22,Online,Completed,Wallet,0,3323.76,33.9
10010,6185,27,2024-08-04,21,Dine-In,Completed,Cash,5,4011.36,26.7
10011,1554,14,2024-02-09,21,Takeaway,Completed,Cash,10,3350.96,57.1
10012,1561,20,2023-03-17,16,Takeaway,Completed,Cash,5,5683.12,53.2
10013,5974,3,2023-09-05,19,Takeaway,In Progress,Debit Card,5,5481.36,50.3
10014,4149,28,2023-01-08,17,Dine-In,Pending,UPI,0,2123.95,18.2
10015,4068,16,2023-11-04,20,Online,Pending,Wallet,20,4864.09,44.6
10016,5570,23,2024-08-20,17,Dine-In,In Progress,Credit Card,10,5396.28,41.3
10017,2999,2,2024-09-16,22,Dine-In,Completed,Debit Card,0,378.8,39.4
10018,3494,20,2024-07-26,13,Dine-In,In Progress,Cash,0,5421.04,50.8
10019,6322,23,2024-02-08,19,Dine-In,Completed,Cash,10,4211.43,14.8
10020,1852,24,2023-02-21,21,Takeaway,Completed,UPI,0,,31.3
10021,2403,16,2023-08-11,22,Dine-In,Completed,UPI,0,3392.8,40.9
10022,4676,15,2024-08-22,18,Dine-In,Completed,UPI,5,3764.23,66.7
10023,2376,6,2023-08-07,19,Takeaway,Completed,Credit Card,0,-4102.33,176.0
10024,3913,10,2024-06-24,14,Online,Completed,Cash,0,1793.08,16.6
10025,3814,6,2024-01-05,22,Online,Completed,UPI,0,1058.74,31.9
10026,1294,24,2024-01-26,18,Dine-In,Cancelled,Debit Card,10,3987.68,56.8
10027,5944,3,2024-05-28,8,Takeaway,Completed,Cash,15,2098.22,66.0
10028,4053,11,2023-04-15,19,Dine-In,Cancelled,Debit Card,10,3453.01,16.9
10029,2324,14,2024-09-29,21,Online,Completed,Credit Card,20,2849.84,52.1
10030,4633,12,2024-02-17,8,Dine-In,Completed,Wallet,0,4084.61,9.2
10031,6315,9,2024-07-30,21,Takeaway,Completed,Cash,15,3824.17,64.8
10032,710,13,2024-01-11,13,Dine-In,Completed,Debit Card,0,4458.91,67.4
10033,5705,26,2024-11-20,18,Online,Completed,Cash,0,4814.39,54.6
10034,1472,18,2023-05-10,22,Dine-In,Completed,Wallet,0,3225.24,22.1
10035,1284,10,2024-06-28,23,Takeaway,Completed,Credit Card,0,5522.69,65.5
10036,876,4,2023-10-01,19,Takeaway,Completed,UPI,15,1958.61,42.8
10037,3399,3,2024-09-25,13,Takeaway,Completed,UPI,10,5706.75,38.9
10038,3323,15,2024-01-28,21,Online,Completed,UPI,0,858.87,62.8
10039,3515,18,2024-01-26,18,Takeaway,Completed,UPI,0,3050.52,31.3
10040,3918,22,2023-03-26,12,Takeaway,Completed,Wallet,5,4465.58,17.6
10041,3350,28,2024-01-30,19,Online,Completed,UPI,15,4149.57,29.0
10042,556,21,2023-02-27,22,Dine-In,Completed,Debit Card,0,1026.94,31.9
10043,2644,19,2023-05-18,18,Dine-In,Completed,Credit Card,0,847.89,38.0
10044,6531,21,2024-07-18,17,Online,Completed,Debit Card,5,5805.6,60.3
10045,6734,18,2023-03-23,13,Takeaway,Completed,Cash,20,5766.32,27.6
10046,2135,24,2023-01-23,17,Takeaway,In Progress,Cash,0,218.93,23.6
10047,4065,25,2024-03-28,17,Online,Completed,Wallet,20,2607.63,10.2
10048,319,12,2023-10-08,21,Dine-In,Cancelled,Credit Card,15,4785.63,60.5
10049,3696,22,2023-04-01,15,Takeaway,Completed,Debit Card,20,1432.08,10.4
10050,4197,28,2023-10-14,12,Online,Completed,Wallet,10,4115.93,60.5
10051,391,21,2023-07-14,16,Online,Completed,UPI,5,1868.83,48.1
10052,4811,18,2024-06-10,21,Online,Pending,Debit Card,20,3157.31,56.5
10053,1825,26,2023-10-25,19,Dine-In,Cancelled,Wallet,5,-2220.48,354.0
10054,3513,10,2023-05-01,20,Online,Completed,Cash,20,1653.58,22.4
10055,1106,15,2023-10-21,19,Takeaway,Completed,Cash,15,2445.27,56.4
10056,6773,5,2023-11-30,13,Online,Completed,Cash,15,5073.94,32.4
10057,2175,12,2024-09-14,22,Dine-In,In Progress,Credit Card,10,1546.9,42.1
10058,1883,16,2023-02-16,14,Online,Completed,Cash,0,2600.57,47.4
10059,2905,4,2023-05-02,11,Online,Completed,Wallet,10,3875.95,60.6
10060,774,2,2023-03-03,18,Online,Completed,Debit Card,10,1130.67,72.3
10061,6362,17,2024-09-07,15,Online,Completed,UPI,0,4474.88,68.7
10062,1640,27,2023-01-03,23,Online,Completed,Cash,5,3960.03,32.7
10063,5915,10,2024-01-13,21,Dine-In,Completed,Cash,20,851.23,73.9
10064,3769,18,2023-10-31,23,Takeaway,Completed,Credit Card,0,4820.19,56.6
10065,5416,6,2024-02-02,21,Dine-In,Completed,Credit Card,0,667.39,64.5
10066,3643,26,2024-01-15,18,Dine-In,Completed,Debit Card,0,1135.1,74.9
10067,2908,27,2023-10-20,18,Takeaway,Completed,Cash,15,1469.86,39.4
10068,5531,26,2024-03-22,12,Dine-In,Completed,Debit Card,10,2468.84,18.3
10069,6244,4,2023-11-06,18,Takeaway,Completed,Cash,0,5921.04,54.0
10070,660,8,2024-09-12,18,Dine-In,Completed,Debit Card,0,669.07,49.4
10071,4264,8,2024-12-11,21,Online,Completed,Credit Card,20,1721.71,37.6
10072,3452,14,2023-09-22,13,Dine-In,Completed,Credit Card,10,150.66,26.0
10073,526,27,2023-07-24,12,Takeaway,Completed,Wallet,5,1153.36,69.2
10074,4724,6,2023-01-10,13,Online,Cancelled,UPI,5,2958.07,25.3
10075,482,11,2024-07-31,14,Dine-In,Completed,Credit Card,5,4274.04,54.5
10076,4171,1,2023-11-01,18,Takeaway,Cancelled,Wallet,15,310.94,23.3
10077,3633,18,2024-10-12,15,Online,Completed,Cash,0,1690.63,64.5
10078,146,5,2023-04-13,19,Online,Completed,UPI,0,2102.33,41.5
10079,4624,26,2023-02-08,22,Takeaway,Cancelled,Debit Card,15,2018.27,11.3
10080,4733,15,2023-05-26,11,Online,Pending,Cash,20,583.45,74.1
10081,3643,10,2023-09-15,19,Takeaway,Completed,Wallet,5,1607.95,23.2
10082,4986,6,2024-07-01,19,Dine-In,Completed,Credit Card,0,5432.48,70.8
10083,4808,28,2023-10-13,16,Dine-In,Pending,Cash,0,2869.75,53.7
10084,821,9,2024-01-30,14,Online,Cancelled,Credit Card,0,437.44,65.1
10085,5186,14,2023-05-26,18,Online,Completed,Wallet,5,2672.74,36.1
10086,4983,2,2024-08-25,21,Online,Cancelled,Credit Card,0,4610.68,59.3
10087,2576,25,2024-11-24,14,Online,Pending,Credit Card,5,5268.41,62.8
10088,6338,14,2023-06-07,20,Online,Completed,Debit Card,20,5557.43,16.3
10089,2893,2,2023-05-22,17,Takeaway,Completed,UPI,15,4829.64,65.9
10090,3486,25,2024-10-18,18,Takeaway,Completed,Debit Card,0,5562.72,41.3
10091,3437,18,2023-06-08,21,Dine-In,In Progress,Credit Card,0,4479.37,50.8
10092,3753,15,2024-03-13,20,Dine-In,Pending,Credit Card,20,3300.21,36.1
10093,3036,9,2023-12-19,13,Takeaway,Cancelled,UPI,15,193.5,13.1
10094,6817,15,2024-12-12,19,Online,Completed,Credit Card,15,2131.87,62.0
10095,2036,28,2024-05-04,14,Takeaway,Completed,Debit Card,0,3088.82,73.7
10096,3105,1,2023-11-13,23,Takeaway,Completed,UPI,20,3771.5,8.3
10097,1801,15,2024-11-21,18,Takeaway,Completed,Debit Card,0,5852.0,58.1
10098,2475,8,2023-01-11,20,Takeaway,Pending,Wallet,10,2314.05,20.0
10099,6215,11,2024-05-18,21,Dine-In,Completed,Wallet,0,744.91,10.0
10100,3668,16,2023-11-20,20,Online,Pending,Wallet,10,2332.16,59.2
10101,5602,19,2024-01-26,17,Takeaway,Completed,Cash,10,284.32,18.1
10102,3971,6,2023-09-27,22,Takeaway,Cancelled,UPI,15,1802.12,53.2
10103,1347,3,2023-11-04,21,Takeaway,Completed,Wallet,10,3738.28,42.6
10104,5876,2,2024-06-16,19,Dine-In,Completed,Cash,0,5851.56,17.3
10105,2016,17,2023-12-26,18,Takeaway,Completed,Cash,20,311.02,35.2
10106,2525,27,2023-12-31,18,Dine-In,Completed,Credit Card,0,1531.79,71.6
10107,3992,17,2023-12-15,14,Takeaway,Completed,Cash,0,861.06,71.0
10108,2523,1,2024-04-09,18,Takeaway,Completed,Credit Card,5,3017.63,54.7
10109,3615,18,2023-05-24,13,Takeaway,Cancelled,Wallet,0,5545.56,70.2
10110,6783,15,2024-08-27,19,Online,Completed,Credit Card,0,4151.49,52.2
10111,4732,28,2024-05-27,19,Takeaway,Completed,Wallet,0,860.57,44.7
10112,4709,22,2024-05-30,21,Online,Completed,Debit Card,10,2660.98,21.6
10113,2767,28,2023-07-22,20,Online,Completed,Wallet,5,2972.25,70.9
10114,4800,22,2023-10-28,20,Takeaway,Cancelled,Cash,15,1021.04,48.5
10115,854,11,2024-02-18,21,Takeaway,Completed,Wallet,20,1537.99,30.6
10116,1508,9,2023-03-29,22,Dine-In,Completed,Cash,10,4696.94,13.0
10117,3802,26,2023-12-11,21,Online,Completed,Credit Card,5,2093.12,56.0
10118,5874,24,2024-03-01,18,Dine-In,Pending,Wallet,0,3515.12,52.5
10119,99999,999,2024-01-03,18,Dine-In,Completed,Debit Card,15,-560.86,346.5
10120,3298,7,2024-06-21,20,Dine-In,In Progress,UPI,15,2229.99,45.9
10121,3545,7,2023-05-17,20,Online,Completed,Credit Card,0,5892.56,21.7
10122,4578,4,2023-08-24,21,Online,Completed,UPI,0,4358.77,30.8
10123,2692,25,2023-03-16,19,Takeaway,In Progress,UPI,5,3214.12,21.2
10124,4823,5,2024-03-12,20,Online,In Progress,Wallet,5,5620.21,51.3
10125,6329,1,2023-05-04,23,Dine-In,Completed,UPI,0,5831.31,13.9
10126,1736,10,2024-10-02,11,Online,Cancelled,Cash,15,4350.83,71.8
10127,4718,7,2024-05-05,12,Online,Cancelled,Cash,0,5626.66,36.0
10128,4382,12,2024-11-30,14,Takeaway,Completed,UPI,0,,33.8
10129,1107,6,2024-06-08,17,Dine-In,Completed,Cash,0,405.1,13.6
10130,684,16,2023-12-04,14,Takeaway,Pending,Credit Card,15,4648.73,57.2
10131,2186,28,2024-05-05,20,Takeaway,Cancelled,Wallet,0,2013.14,67.9
10132,601,12,2023-12-25,13,Dine-In,Completed,Cash,0,5267.48,58.5
10133,2353,22,2023-09-23,20,Online,Completed,Cash,0,4571.62,13.8
10134,2673,22,2024-10-06,23,Takeaway,Completed,Cash,0,2291.42,74.4
10135,1810,10,2023-12-15,19,Dine-In,In Progress,Cash,5,4644.6,52.9
10136,3952,22,2023-06-06,19,Dine-In,Cancelled,Cash,0,5713.39,15.6
10137,4428,27,2024-02-21,13,Takeaway,Completed,Debit Card,10,4890.6,70.1
10138,2105,1,2024-05-25,22,Online,Completed,UPI,15,3499.0,44.3
10139,6568,19,2024-03-30,17,Online,Completed,Credit Card,20,3484.23,39.0
10140,2706,3,2023-10-02,21,Online,Completed,Wallet,0,5505.36,36.3
10141,5877,23,2023-05-15,13,Takeaway,Completed,Cash,5,4148.31,20.3
10142,6507,26,2024-02-18,13,Takeaway,Cancelled,UPI,15,512.31,47.0
10143,2527,2,2024-12-02,8,Takeaway,Completed,UPI,10,4838.11,24.2
10144,6211,15,2024-02-20,21,Online,Completed,Wallet,0,4686.06,18.3
10145,5831,26,2023-06-13,22,Takeaway,Completed,UPI,10,1530.27,12.0
10146,4171,27,2023-06-20,23,Dine-In,Pending,Wallet,10,3857.91,60.3
10147,5382,2,2023-10-18,11,Dine-In,Pending,Wallet,20,4966.18,60.4
10148,66,13,2024-03-13,20,Online,Completed,Debit Card,20,1680.86,63.1
10149,3937,6,2024-07-27,12,Takeaway,Completed,Wallet,0,4453.42,29.5
10150,4195,20,2023-08-01,8,Dine-In,Completed,Credit Card,15,2053.43,26.8
10151,2046,16,2024-11-06,12,Takeaway,Completed,Credit Card,10,3376.1,42.2
10152,5403,8,2024-03-25,21,Dine-In,Completed,Credit Card,0,2863.62,46.6
10153,6077,9,2023-01-12,17,Dine-In,In Progress,Wallet,0,2768.41,35.1
10154,712,1,2023-03-13,18,Online,Cancelled,Cash,10,1719.59,50.3
10155,1895,21,2024-10-02,12,Online,Completed,Cash,0,800.04,47.7
10156,2449,21,2024-07-31,20,Takeaway,Completed,UPI,15,204.26,15.8
10157,2785,13,2023-05-28,16,Online,Completed,Credit Card,0,832.47,68.5
10158,6383,19,2023-07-27,20,Online,In Progress,UPI,0,3612.99,60.7
10159,2131,11,2023-08-20,14,Online,Completed,Debit Card,10,1966.93,45.3
10160,2368,1,2023-03-04,22,Takeaway,Completed,Debit Card,15,3972.44,28.7
10161,1297,28,2024-02-07,19,Takeaway,Cancelled,Wallet,0,3723.48,37.1
10162,4823,10,2024-11-12,19,Dine-In,Completed,Debit Card,5,5777.35,38.0
10163,3675,13,2023-06-08,20,Online,Completed,Cash,10,1751.08,38.5
10164,61,25,2024-12-06,19,Online,Completed,Debit Card,0,1079.82,42.6
10165,5087,26,2024-05-10,15,Online,Completed,UPI,0,982.24,55.8
10166,2762,27,2023-11-14,16,Online,Completed,Cash,0,3785.42,17.1
10167,762,16,2023-01-25,18,Dine-In,Completed,Cash,10,5699.55,45.7
10168,1337,5,2023-12-07,20,Takeaway,Completed,Wallet,0,287.44,46.6
10169,6399,4,2023-12-19,22,Dine-In,Cancelled,Credit Card,20,4721.62,47.0
10170,5703,22,2023-08-06,19,Online,In Progress,Wallet,15,1554.14,48.4
10171,3748,19,2024-06-21,19,Dine-In,Cancelled,Cash,5,4769.51,62.7
10172,5942,12,2024-11-19,18,Online,Pending,UPI,5,3062.21,17.3
10173,4321,12,2023-09-13,21,Online,Completed,Cash,0,2194.02,47.4
10174,1297,12,2024-10-28,20,Dine-In,Completed,Debit Card,15,2545.02,67.9
10175,4410,20,2023-12-18,16,Dine-In,Completed,Debit Card,0,5325.02,33.9
10176,3271,26,2024-04-06,13,Dine-In,Completed,Credit Card,0,2962.34,13.9
10177,1550,28,2023-07-25,17,Dine-In,Completed,Cash,20,1512.24,73.2
10178,2734,2,2023-08-31,20,Online,Completed,Cash,0,4028.58,50.3
10179,5083,10,2024-10-12,13,Dine-In,Completed,UPI,0,1932.89,72.3
10180,5430,10,2024-09-23,14,Takeaway,Completed,Cash,20,2927.69,51.5
10181,4419,28,2024-04-07,14,Takeaway,Completed,Debit Card,10,,53.0
10182,1762,3,2023-09-08,18,Online,Completed,Cash,0,5718.67,25.8
10183,6968,13,2024-02-20,20,Online,Completed,Credit Card,10,3243.81,32.3
10184,2377,15,2024-03-28,20,Online,Completed,Debit Card,10,532.89,67.3
10185,6761,6,2024-10-08,19,Takeaway,Completed,Debit Card,0,4556.17,53.8
10186,6117,17,2023-10-14,12,Takeaway,Completed,Debit Card,20,3332.22,47.4
10187,5196,25,2024-10-17,13,Takeaway,Completed,Wallet,15,3893.38,13.7
10188,1264,20,2023-06-21,20,Takeaway,Completed,Cash,15,4049.35,70.3
10189,700,28,2024-11-30,14,Takeaway,Completed,Wallet,0,3591.15,65.5
10190,2744,10,2024-04-28,15,Takeaway,Completed,Cash,0,1374.87,50.9
10191,4893,21,2023-11-26,13,Online,Completed,UPI,5,,53.2
10192,531,2,2023-12-12,15,Dine-In,Completed,Credit Card,15,4363.56,47.6
10193,2785,8,2023-06-24,15,Dine-In,Cancelled,Cash,0,5901.17,20.9
10194,2218,6,2023-07-17,22,Takeaway,In Progress,Debit Card,5,5751.34,11.9
10195,4465,11,2024-06-14,11,Takeaway,In Progress,Credit Card,5,1570.17,64.4
10196,2636,9,2023-04-29,21,Dine-In,Completed,Cash,0,1396.61,41.1
10197,5755,21,2024-07-16,14,Takeaway,Completed,Cash,15,2243.45,38.3
10198,4433,22,2024-05-27,19,Online,Completed,Cash,15,4297.29,29.7
10199,3146,3,2023-02-14,16,Online,Completed,UPI,0,2948.17,46.3
10200,1894,19,2024-01-25,20,Takeaway,In Progress,Debit Card,20,2995.53,69.0
10201,4965,17,2024-04-03,12,Dine-In,Completed,UPI,0,1427.84,62.1
10202,4275,27,2023-07-01,17,Takeaway,Completed,Credit Card,0,4911.07,70.4
10203,3958,3,2023-11-22,18,Dine-In,In Progress,Cash,5,2833.08,50.5
10204,5174,13,2023-12-04,21,Takeaway,Cancelled,Debit Card,10,1351.58,71.2
10205,2703,15,2023-11-19,17,Takeaway,Completed,Wallet,20,3843.54,60.5
10206,3796,15,2024-07-30,19,Takeaway,Completed,Cash,10,629.54,22.8
10207,1463,27,2024-02-28,20,Takeaway,Completed,UPI,0,2349.59,42.6
10208,3071,12,2024-02-28,18,Online,Cancelled,Wallet,15,3577.87,46.0
10209,6206,22,2023-09-25,23,Online,Cancelled,Cash,0,4569.3,50.3
10210,5822,9,2024-08-29,21,Takeaway,Cancelled,Debit Card,0,3065.42,18.6
10211,1856,22,2024-10-18,19,Dine-In,Completed,Cash,0,,47.9
10212,1808,24,2023-06-26,12,Online,Completed,Debit Card,10,4667.93,11.5
10213,4700,23,2024-01-14,23,Dine-In,Completed,Wallet,0,4818.09,66.0
10214,3085,20,2024-03-26,22,Online,Completed,Wallet,0,2488.37,34.1
10215,3631,8,2024-11-15,20,Online,Completed,Cash,15,3177.94,13.2
10216,4847,23,2023-03-16,20,Online,In Progress,Debit Card,0,4378.59,45.6
10217,4656,12,2024-05-02,18,Online,Completed,Debit Card,0,4455.71,43.5
10218,6181,16,2024-02-01,20,Dine-In,Completed,Wallet,10,4356.58,53.1
10219,3277,17,2024-10-21,21,Takeaway,In Progress,Cash,15,764.99,8.8
10220,1842,23,2023-12-07,21,Takeaway,Completed,Credit Card,20,1644.32,40.1
10221,6108,20,2023-08-23,18,Dine-In,Completed,Debit Card,0,2713.4,50.4
10222,2226,26,2024-02-06,13,Online,Cancelled,UPI,20,1769.5,38.2
10223,253,11,2023-09-01,10,Takeaway,Completed,Wallet,0,1057.26,16.5
10224,1384,14,2023-01-26,20,Dine-In,Completed,Credit Card,10,,69.8
10225,3759,2,2023-11-11,22,Dine-In,Completed,Debit Card,10,1955.01,74.9
10226,6301,15,2023-10-27,18,Takeaway,Completed,Credit Card,10,5106.03,26.0
10227,1455,15,2023-07-10,12,Dine-In,Completed,UPI,0,393.45,67.4
10228,2756,24,2024-07-01,13,Takeaway,Completed,Cash,0,2259.38,23.0
10229,3872,20,2024-04-26,12,Takeaway,Completed,Credit Card,0,3591.23,33.1
10230,4939,19,2024-06-26,13,Online,Completed,Debit Card,0,1172.86,40.9
10231,3293,9,2023-05-03,11,Takeaway,Completed,Wallet,5,649.56,55.8
10232,6048,24,2024-10-01,14,Online,Completed,Cash,0,783.03,22.5
10233,5865,24,2023-06-06,20,Dine-In,Cancelled,Cash,5,5778.97,16.3
10234,5722,8,2024-05-28,14,Takeaway,Completed,Wallet,5,4609.98,39.5
10235,3254,18,2023-10-17,14,Online,Completed,Debit Card,0,5430.76,72.6
10236,2580,1,2024-01-28,11,Online,Completed,Debit Card,0,4392.46,45.5
10237,5907,12,2023-09-16,19,Online,Completed,Debit Card,5,5694.94,30.2
10238,1128,9,2023-11-01,19,Online,Completed,Debit Card,0,3263.96,21.2
10239,1756,27,2023-06-20,18,Online,Pending,Cash,20,1903.78,66.0
10240,5002,1,2023-03-06,21,Dine-In,Completed,Credit Card,10,3601.44,38.3
10241,5543,15,2023-04-02,18,Online,Completed,UPI,15,1061.78,9.5
10242,1912,9,2024-01-31,18,Dine-In,Completed,Wallet,0,5408.72,39.0
10243,5559,18,2024-05-28,21,Online,Completed,Debit Card,10,1442.45,67.7
10244,5374,14,2023-10-15,20,Takeaway,Completed,Debit Card,5,4821.34,33.2
10245,6670,13,2023-06-22,17,Takeaway,Completed,Debit Card,5,312.24,44.7
10246,6135,10,2023-05-31,20,Takeaway,Completed,Cash,20,5253.95,11.3
10247,4997,16,2024-11-29,20,Dine-In,Completed,Debit Card,20,5281.99,60.9
10248,3037,1,2023-05-10,19,Online,Completed,Debit Card,0,4716.54,32.0
