consumption_id,ingredient_id,branch_id,date,quantity_used,wastage_quantity,stock_available
5167,81,6,2024-08-15,12.87,0.43,254.71
5168,128,8,2024-03-27,66.38,0.52,278.37
5169,104,12,2023-09-28,45.56,1.4,243.0
5170,106,26,2024-02-18,65.42,1.53,188.79
5171,156,16,2024-01-22,48.54,1.74,92.73
5172,143,7,2024-01-08,31.1,2.71,126.09
5173,28,28,2023-12-18,5.39,0.09,406.13
5174,70,8,2023-09-18,97.04,5.95,418.93
5175,90,26,2023-11-01,42.88,2.74,314.62
5176,98,15,2024-09-10,63.28,4.58,338.12
5177,57,22,2024-01-08,14.59,0.41,382.42
5178,72,11,2024-06-01,8.45,0.33,433.03
5179,23,24,2024-10-04,97.85,1.06,218.97
5180,130,9,2023-12-11,80.07,0.39,110.04
5181,42,11,2024-08-25,28.5,0.71,90.9
5182,38,3,2023-07-28,30.71,0.37,62.06
5183,86,2,2024-10-05,79.78,3.1,385.86
5184,109,25,2024-07-30,80.95,1.83,191.42
5185,140,20,2024-04-02,95.31,3.11,228.9
5186,36,15,2024-05-11,81.92,1.12,325.77
5187,79,22,2023-05-18,33.07,0.68,403.99
5188,51,15,2023-04-04,55.64,4.57,92.63
5189,86,5,2024-10-18,93.32,2.52,333.03
5190,57,11,2024-05-10,9.61,0.28,265.3
5191,21,16,2023-10-05,1.37,0.06,395.76
5192,87,23,2024-12-01,85.65,2.48,334.78
5193,68,5,2024-04-30,45.38,3.06,33.06
5194,53,6,2024-05-26,96.99,,310.05
5195,51,12,2024-07-27,21.43,0.13,86.88
5196,77,24,2023-01-03,45.36,2.54,323.52
5197,111,24,2024-05-27,54.2,0.96,20.1
5198,150,7,2024-07-27,76.17,1.28,366.5
5199,128,9,2023-04-10,30.15,0.56,198.05
5200,1,19,2024-10-09,84.86,6.47,447.18
5201,12,25,2024-09-25,41.36,1.55,251.19
5202,158,9,2023-07-15,-32.35,0.85,-339.6
5203,8,8,2024-05-31,62.33,6.0,263.83
5204,37,11,2024-09-09,32.18,1.36,334.66
5205,1,11,2023-05-15,29.52,,459.38
5206,107,28,2023-05-15,96.67,6.17,469.5
5207,114,6,2024-03-04,69.43,1.54,99.76
5208,100,27,2024-12-25,26.53,0.84,469.24
5209,86,9,2023-05-29,70.58,2.37,36.53
5210,77,21,2024-07-05,63.9,1.12,253.15
5211,16,23,2023-01-15,98.74,1.3,275.91
5212,66,8,2024-01-16,91.32,1.73,20.0
5213,63,2,2024-01-14,46.23,2.26,170.41
5214,26,2,2024-07-19,50.59,0.12,7.17
5215,5,27,2023-12-06,62.6,0.13,198.64
5216,9999,888,2024-05-22,-15.93,1.33,-111.97
5217,15,13,2023-01-14,30.41,0.12,61.41
5218,87,15,2024-11-02,55.45,1.02,257.11
5219,3,3,2024-09-10,47.85,3.81,435.6
5220,151,27,2024-08-05,99.75,5.58,236.71
5221,145,13,2024-11-26,35.59,3.31,476.92
5222,135,12,2023-08-26,85.69,4.32,119.43
5223,109,11,2023-03-09,69.96,1.2,457.11
5224,111,26,2024-03-25,79.58,7.7,137.22
5225,40,9,2024-06-21,1.59,0.03,428.5
5226,134,10,2023-04-28,84.75,0.02,115.81
5227,36,22,2024-11-25,36.26,1.86,17.78
5228,2,15,2023-01-03,5.49,0.36,299.9
5229,143,6,2024-12-18,10.45,0.04,81.56
5230,135,6,2024-01-20,52.26,,457.65
5231,121,28,2024-07-09,80.14,0.43,225.98
5232,147,24,2024-07-20,83.96,7.95,84.69
5233,57,11,2023-03-14,3.25,0.15,350.4
5234,90,4,2023-10-20,95.74,6.63,19.5
5235,106,17,2023-07-06,33.64,1.58,434.02
5236,106,18,2024-03-19,78.19,6.33,37.0
5237,24,26,2024-10-24,57.12,3.74,58.2
5238,129,4,2023-07-29,7.43,0.14,295.72
5239,65,24,2024-05-19,78.8,3.43,223.25
5240,62,8,2024-10-09,20.56,,135.76
5241,105,16,2023-10-21,98.32,9.78,250.65
5242,56,25,2023-02-28,63.7,2.49,415.25
5243,104,6,2023-10-17,88.88,6.93,422.6
5244,87,9,2024-03-20,99.0,2.81,105.77
5245,66,15,2024-03-25,41.26,0.7,348.05
5246,85,12,2023-02-05,52.13,0.05,312.15
5247,5,8,2023-08-15,34.51,0.95,84.23
5248,85,24,2024-04-29,24.12,0.3,7.09
5249,33,27,2023-03-19,24.09,0.05,14.29
5250,9999,888,2024-02-27,-64.87,5.1,-234.53
5251,48,28,2024-11-21,78.29,5.93,390.19
5252,84,23,2024-04-15,61.55,3.3,0.67
5253,138,5,2024-12-29,83.95,1.52,53.27
5254,58,23,2023-09-17,26.06,0.47,338.26
5255,124,23,2024-12-09,38.63,0.21,6.54
5256,91,14,2023-07-18,58.67,1.72,222.84
5257,158,8,2024-08-19,3.8,0.34,111.98
5258,77,14,2023-10-03,47.53,1.09,115.69
5259,93,5,2023-02-22,65.46,2.64,80.11
5260,142,1,2024-05-04,75.73,,327.67
5261,1,6,2023-02-07,78.25,2.78,323.06
5262,160,22,2024-09-03,3.23,0.29,147.65
5263,49,4,2024-01-23,4.65,0.22,203.07
5264,68,22,2024-07-02,48.65,3.22,491.19
5265,28,2,2023-12-28,29.76,0.43,313.64
5266,102,18,2024-10-01,37.59,3.22,318.41
5267,34,16,2024-01-25,69.83,6.5,342.77
5268,128,21,2023-05-29,3.69,0.22,133.37
5269,146,6,2023-01-02,81.66,0.83,144.98
5270,151,15,2024-06-01,68.07,6.16,230.59
5271,122,16,2023-10-30,60.97,3.25,170.63
5272,151,12,2023-07-17,11.43,0.66,204.57
5273,4,20,2024-10-12,60.78,1.89,476.55
5274,82,3,2024-11-18,34.82,2.59,149.31
5275,18,12,2024-01-03,62.01,2.91,73.37
5276,131,16,2023-04-01,87.14,5.71,462.0
5277,80,7,2024-10-06,77.85,0.02,259.02
5278,116,15,2024-05-21,65.95,3.01,254.69
5279,9999,888,2023-04-04,-87.73,5.36,-234.92
5280,100,9,2023-10-01,92.4,5.97,326.25
5281,112,28,2023-05-18,68.17,6.72,459.11
5282,106,15,2023-09-28,52.59,4.99,346.77
5283,156,6,2024-06-05,30.1,2.16,215.14
5284,50,10,2024-11-09,43.06,0.12,205.2
5285,80,15,2024-05-22,62.81,0.3,54.68
5286,90,3,2024-04-20,79.66,1.43,214.18
5287,143,17,2024-05-26,12.23,0.82,488.25
5288,136,1,2023-11-22,13.08,0.86,29.49
5289,138,9,2023-11-13,75.29,6.0,400.46
5290,105,27,2023-06-04,82.78,4.05,469.28
5291,73,21,2024-05-26,8.47,0.74,468.12
5292,148,24,2023-05-23,72.0,1.5,438.0
5293,23,13,2023-09-22,53.85,1.98,375.08
5294,138,28,2024-01-06,96.73,4.53,224.72
5295,49,12,2024-09-07,43.2,0.39,358.33
5296,11,27,2023-09-20,46.27,4.52,223.54
5297,5,23,2024-11-15,61.27,5.17,234.24
5298,22,22,2024-01-24,92.75,1.0,30.74
5299,126,25,2023-02-01,70.5,0.4,28.18
5300,75,5,2023-10-06,97.04,2.3,220.67
5301,40,18,2023-05-04,78.13,6.36,100.8
5302,22,21,2024-06-29,57.39,5.44,52.57
5303,51,24,2024-03-21,27.45,0.43,265.4
5304,150,20,2023-06-30,45.63,2.71,146.3
5305,123,25,2024-05-08,86.01,2.83,378.62
5306,152,19,2023-09-30,4.75,0.34,51.26
5307,63,6,2023-09-30,7.37,0.62,236.1
5308,137,26,2024-03-31,3.78,0.03,446.35
5309,139,17,2023-10-15,40.49,3.15,372.56
5310,112,20,2023-01-28,44.7,1.78,84.77
5311,37,26,2024-12-26,30.41,1.39,169.56
5312,152,10,2024-06-21,27.59,1.25,499.56
5313,58,1,2024-04-23,22.76,1.16,469.23
5314,94,19,2024-07-12,7.33,0.64,0.44
5315,97,26,2023-05-24,35.65,1.69,189.55
5316,151,18,2023-10-11,41.54,1.56,56.49
5317,94,10,2024-10-04,53.22,3.2,403.31
5318,110,25,2023-11-29,94.81,0.54,132.15
5319,17,23,2024-12-17,44.99,3.93,457.76
5320,95,16,2024-04-28,84.88,4.82,334.0
5321,65,17,2023-07-19,81.59,1.87,53.55
5322,130,24,2023-04-30,14.34,1.06,178.9
5323,142,19,2023-02-20,-73.35,5.05,-342.38
5324,69,7,2023-10-29,76.55,3.72,135.57
5325,29,7,2023-12-31,20.82,0.43,22.21
5326,79,10,2024-06-26,66.84,5.06,115.51
5327,64,3,2024-08-15,35.7,0.65,161.68
5328,134,7,2023-05-30,26.93,1.14,491.38
5329,137,23,2024-07-12,39.63,2.61,476.43
5330,35,7,2024-03-02,5.68,0.5,152.68
5331,15,13,2023-05-18,87.54,1.07,6.41
5332,74,5,2024-10-29,59.47,2.11,8.61
5333,113,2,2023-03-26,69.9,6.34,410.72
5334,8,20,2023-08-07,59.98,0.42,5.39
5335,9,18,2023-10-26,46.73,1.99,260.17
5336,81,4,2023-09-13,50.12,0.28,42.74
5337,126,19,2024-01-13,37.69,2.48,7.29
5338,55,24,2023-11-10,44.97,0.32,63.25
5339,20,4,2023-03-26,72.56,6.24,35.53
5340,9,8,2024-09-30,66.01,0.37,163.43
5341,69,13,2024-03-26,21.03,0.43,448.53
5342,87,13,2024-06-12,38.92,1.23,385.55
5343,7,17,2023-12-26,17.33,1.13,81.8
5344,34,14,2023-09-30,41.59,0.44,48.73
5345,40,21,2024-01-20,70.34,6.3,147.36
5346,111,24,2023-04-23,27.22,0.46,96.11
5347,91,6,2024-10-18,34.4,0.06,474.06
5348,89,24,2024-02-04,75.72,4.34,378.12
5349,152,22,2024-06-16,22.91,0.15,365.15
5350,66,3,2023-07-11,89.73,8.49,58.89
5351,106,1,2024-05-12,40.9,2.21,18.0
5352,29,3,2023-09-26,49.91,3.91,145.76
5353,143,15,2023-09-17,39.69,2.07,192.8
5354,77,12,2024-12-20,58.81,2.61,499.77
5355,25,12,2024-11-05,96.97,4.77,336.69
5356,6,6,2023-02-19,91.39,7.63,261.49
5357,148,22,2023-05-18,93.15,4.18,205.65
5358,90,19,2023-12-23,39.25,1.79,143.26
5359,118,10,2023-09-11,9.16,0.75,290.51
5360,60,7,2024-10-16,44.77,3.61,338.87
5361,79,10,2023-06-28,47.43,0.5,99.76
5362,72,11,2024-04-09,74.31,,164.57
5363,107,21,2024-11-25,53.21,1.05,121.31
5364,5,26,2023-06-14,1.93,0.11,231.3
5365,69,23,2023-02-14,12.4,1.16,460.26
5366,9999,888,2024-06-17,-6.7,0.54,-467.15
5367,106,5,2024-09-02,10.04,0.91,374.66
5368,36,28,2023-05-07,62.04,2.9,470.33
5369,33,18,2024-10-09,50.23,4.28,137.62
5370,133,11,2024-05-22,12.78,0.09,238.76
5371,158,1,2023-03-19,67.92,4.76,86.37
5372,10,26,2023-07-02,93.04,3.58,20.85
5373,56,6,2024-07-28,74.04,7.38,177.17
5374,84,2,2024-05-27,91.12,7.29,41.5
5375,55,9,2023-11-10,43.09,0.21,457.3
5376,48,23,2024-04-07,64.54,4.08,286.29
5377,138,3,2023-03-30,18.53,1.7,486.67
5378,131,15,2024-10-29,9.07,0.41,476.32
5379,76,14,2023-06-12,61.2,2.21,448.14
5380,13,19,2024-11-20,57.88,1.56,29.73
5381,144,8,2024-08-26,83.73,4.78,193.53
5382,27,11,2023-03-19,54.84,2.62,228.07
5383,96,9,2023-01-15,70.63,0.02,119.11
5384,60,27,2023-08-21,9.81,0.93,261.51
5385,121,23,2024-03-08,8.4,0.74,289.84
5386,54,11,2024-09-15,59.62,5.58,4.76
5387,115,28,2023-10-03,3.66,0.33,98.33
5388,88,3,2024-05-13,39.11,3.88,320.84
5389,104,13,2024-10-01,35.64,3.27,104.83
5390,8,23,2024-05-16,29.55,2.02,256.04
5391,72,12,2023-08-27,12.12,0.71,404.52
5392,122,28,2023-05-30,53.46,0.33,430.51
5393,16,1,2023-03-02,14.86,0.37,155.59
5394,62,1,2023-07-29,53.56,0.46,487.22
5395,110,22,2023-04-01,89.21,2.82,268.83
5396,105,15,2024-05-28,50.38,2.67,370.24
5397,70,21,2023-08-11,13.57,0.6,255.46
5398,57,16,2023-11-07,29.12,0.11,363.72
5399,80,19,2023-09-08,7.85,0.31,290.0
5400,137,18,2023-07-08,13.36,0.38,441.11
5401,125,27,2024-08-24,49.42,0.48,102.71
5402,28,26,2023-10-17,89.85,1.63,60.68
5403,44,11,2023-04-29,49.43,3.58,418.17
5404,158,4,2024-03-18,19.52,1.25,18.54
5405,94,1,2023-08-12,98.97,5.32,7.97
5406,67,24,2023-10-25,19.08,0.59,244.91
5407,73,8,2024-03-21,98.52,8.62,358.29
5408,109,14,2024-05-27,5.43,0.47,174.63
5409,84,25,2024-09-09,23.3,0.83,199.28
5410,119,18,2023-03-24,53.04,4.6,366.46
5411,58,16,2024-02-23,45.96,3.36,302.49
5412,5,20,2023-06-17,46.14,2.18,149.61
5413,55,2,2024-12-05,70.8,4.61,470.56
5414,6,22,2023-12-03,99.81,4.22,192.88
5415,42,15,2024-03-09,81.71,2.35,71.36
5416,95,25,2023-03-25,81.62,2.17,122.22
5417,45,1,2024-04-11,37.74,0.42,376.15
5418,13,8,2023-12-10,48.62,0.35,374.81
5419,75,4,2023-03-08,8.82,0.61,356.7
5420,148,4,2023-11-07,54.12,0.89,455.7
5421,150,18,2023-03-05,69.04,1.13,428.97
5422,17,28,2023-02-27,96.47,9.26,155.66
5423,147,15,2023-09-17,97.93,8.24,29.06
5424,147,1,2024-05-26,40.99,1.6,423.95
5425,82,5,2023-04-08,56.99,5.03,215.52
5426,55,26,2023-06-29,87.1,4.67,243.95
5427,101,1,2024-01-18,41.17,3.83,172.2
5428,77,3,2023-07-26,55.87,4.11,17.56
5429,5,26,2024-03-03,57.22,3.81,371.78
5430,45,25,2023-10-16,12.3,0.94,238.33
5431,43,17,2023-12-12,11.2,0.5,263.33
5432,35,9,2023-05-01,15.54,1.48,408.49
5433,9,18,2023-10-14,19.24,1.68,447.39
5434,83,3,2023-06-07,39.58,2.32,122.82
5435,37,4,2023-08-09,95.06,1.04,340.53
5436,54,21,2024-01-18,25.96,0.07,127.44
5437,37,3,2024-10-20,79.23,1.38,247.15
5438,137,26,2024-09-07,50.14,2.59,398.23
5439,135,9,2023-03-25,1.22,0.03,293.99
5440,19,19,2023-01-11,8.33,0.06,109.01
5441,123,26,2024-04-15,51.76,2.87,305.82
5442,94,7,2024-05-28,73.12,0.28,163.18
5443,81,9,2024-02-21,9.07,0.61,274.28
5444,91,1,2023-08-13,1.76,0.03,155.09
5445,106,3,2024-03-09,62.25,4.48,287.44
5446,130,3,2023-10-09,86.4,2.09,296.86
5447,158,10,2023-11-13,10.1,0.95,5.65
5448,84,21,2024-10-12,9.26,0.07,284.73
5449,103,6,2024-04-08,83.27,7.12,48.24
5450,43,4,2023-07-28,7.12,0.13,203.74
5451,7,16,2024-08-16,4.04,0.13,418.29
5452,61,17,2024-05-15,82.7,0.24,144.86
5453,95,26,2024-11-28,95.3,1.64,155.67
5454,153,16,2023-10-09,6.07,0.18,122.5
5455,47,4,2024-09-24,90.43,4.9,368.29
5456,158,14,2023-12-12,77.73,7.58,380.8
5457,144,27,2024-09-05,29.85,0.25,389.19
5458,119,23,2024-11-03,15.11,0.71,149.1
5459,40,27,2023-03-13,64.14,2.58,203.88
5460,154,14,2024-06-17,30.48,2.87,176.37
5461,141,18,2024-05-14,89.94,2.07,124.22
5462,5,13,2024-01-04,14.66,1.43,202.81
5463,95,3,2024-02-20,89.7,8.44,334.11
5464,82,26,2023-03-15,95.62,5.35,79.7
5465,99,24,2023-08-12,34.2,2.66,295.13
5466,50,4,2023-08-21,92.37,1.25,89.86
5467,50,1,2024-01-27,31.38,2.08,386.51
5468,9999,888,2024-11-30,-42.52,0.1,-482.55
5469,67,8,2024-03-14,77.37,5.93,362.94
5470,80,2,2023-07-08,45.34,3.0,172.92
5471,59,24,2023-03-27,58.8,4.75,447.49
5472,129,22,2024-03-02,47.87,4.74,329.25
5473,98,27,2024-12-18,85.55,1.32,88.79
5474,10,1,2024-03-28,43.67,3.39,27.56
5475,151,24,2023-02-03,13.71,0.12,74.25
5476,133,10,2024-09-06,0.65,0.05,281.69
5477,85,12,2024-11-17,86.05,2.55,226.54
5478,86,27,2023-03-07,96.61,1.1,333.9
5479,8,14,2024-08-08,14.8,0.21,263.92
5480,160,25,2023-07-18,17.92,1.4,102.77
5481,39,3,2024-08-27,18.74,1.47,308.98
5482,42,7,2024-03-25,58.68,0.48,140.0
5483,29,13,2024-02-24,98.52,2.4,184.09
5484,136,22,2024-10-10,83.06,1.86,72.06
5485,91,11,2023-06-12,14.98,1.06,411.94
5486,79,6,2024-06-24,41.69,1.59,341.88
5487,2,11,2024-02-19,68.81,1.68,491.39
5488,51,28,2023-08-26,39.53,2.09,245.94
5489,16,12,2024-06-30,-75.74,2.82,-115.83
5490,29,15,2024-04-10,43.59,2.95,69.23
5491,41,21,2024-10-08,95.44,0.36,89.13
5492,44,21,2023-01-10,98.14,3.25,491.53
5493,106,18,2023-06-25,18.42,1.71,311.85
5494,61,22,2024-03-29,5.7,0.17,485.05
5495,143,4,2023-12-27,38.3,0.61,223.77
5496,64,24,2023-12-10,77.23,5.95,355.36
5497,44,27,2024-12-14,54.3,0.86,365.66
5498,155,12,2024-05-09,60.19,3.42,317.88
5499,50,23,2024-08-28,2.48,0.07,333.5
5500,92,20,2023-12-22,47.38,1.81,123.71
5501,63,12,2023-01-03,36.88,0.24,411.43
5502,61,25,2024-05-26,66.94,4.55,45.51
5503,43,19,2024-04-26,87.24,7.2,472.29
5504,56,7,2023-12-03,70.95,4.51,277.36
5505,62,16,2024-02-08,39.96,3.46,143.91
5506,135,22,2023-08-23,52.76,0.77,469.28
5507,138,14,2023-03-08,69.95,1.2,36.8
5508,2,16,2023-11-26,63.44,0.92,287.09
5509,117,13,2023-03-12,15.76,0.43,448.99
5510,63,15,2024-05-27,70.14,0.3,32.19
5511,78,4,2024-04-22,42.02,0.29,137.11
5512,23,6,2024-03-26,19.7,0.9,374.73
5513,77,25,2023-02-04,49.15,2.98,477.18
5514,36,28,2024-05-04,30.25,0.74,366.93
5515,65,27,2024-01-07,84.5,7.54,75.23
5516,50,27,2023-10-19,60.19,2.27,393.84
5517,81,4,2023-08-14,25.38,1.21,300.1
5518,95,10,2024-09-13,90.02,8.81,76.3
5519,116,10,2023-06-19,8.67,0.19,277.45
5520,101,25,2023-01-25,39.17,2.73,58.11
5521,79,24,2023-03-22,27.58,1.89,371.32
5522,148,14,2023-09-19,81.24,6.91,206.38
5523,102,16,2023-10-08,95.87,6.6,181.8
5524,123,14,2024-12-01,45.43,4.03,278.08
5525,57,22,2023-11-16,76.76,6.78,459.09
5526,64,27,2024-01-23,63.92,1.25,383.48
5527,26,25,2023-11-13,30.68,1.94,227.23
5528,119,28,2023-10-23,43.57,0.29,231.51
5529,66,9,2023-10-13,93.45,6.73,467.07
5530,2,25,2024-10-29,67.58,4.77,438.45
5531,128,17,2024-06-19,46.91,2.22,211.96
5532,126,12,2024-01-15,18.53,0.42,1.43
5533,96,9,2023-08-29,79.18,0.36,322.77
5534,106,24,2024-07-10,4.17,0.32,31.15
5535,3,2,2023-05-22,40.56,1.83,420.59
5536,129,22,2024-10-24,70.62,4.17,383.28
5537,132,25,2024-11-01,50.74,4.15,142.18
5538,25,27,2023-07-07,63.87,1.68,161.89
5539,8,15,2024-07-06,90.74,0.15,183.51
5540,152,5,2023-06-28,86.52,8.64,205.88
5541,153,16,2024-01-30,53.21,2.33,211.03
5542,41,24,2023-02-27,15.8,0.02,290.07
5543,155,17,2023-10-30,51.93,0.14,450.83
5544,116,12,2023-09-28,91.09,3.35,402.37
5545,87,24,2023-04-29,3.12,0.2,224.55
5546,34,5,2024-07-24,12.1,1.12,256.83
5547,64,5,2023-04-21,70.93,7.07,259.43
5548,49,16,2024-01-17,49.35,1.04,176.17
5549,140,1,2023-03-06,91.13,7.66,211.23
5550,99,10,2024-02-13,83.75,5.11,135.38
5551,143,26,2024-01-21,69.9,6.0,251.66
5552,88,13,2024-01-02,76.71,3.61,426.65
5553,21,5,2024-09-08,56.44,4.42,398.19
5554,113,5,2024-10-08,37.84,3.75,421.14
5555,142,7,2023-05-27,64.59,0.73,281.22
5556,42,15,2023-07-20,8.73,0.68,17.54
5557,138,10,2023-12-30,81.08,2.94,333.19
5558,91,13,2024-11-26,36.7,3.54,247.85
5559,98,17,2024-12-27,9.39,0.48,446.74
5560,80,3,2024-02-08,88.13,3.59,344.98
5561,127,28,2024-07-02,4.46,0.23,333.39
5562,1,27,2024-12-23,92.87,5.56,146.68
5563,55,15,2023-03-03,96.41,,479.38
5564,154,9,2023-09-26,8.37,0.55,148.46
5565,71,10,2023-02-06,92.4,6.63,81.61
5566,112,21,2024-10-14,91.9,0.42,334.2
5567,66,7,2024-10-25,9.66,0.88,430.94
5568,117,6,2024-10-25,41.75,2.22,124.14
5569,64,1,2023-10-04,7.79,0.63,274.23
5570,100,13,2023-11-22,56.28,0.26,429.68
5571,52,13,2023-12-15,75.82,6.43,237.1
5572,81,19,2024-01-24,18.82,0.53,150.06
5573,152,3,2023-10-16,14.38,0.93,424.42
5574,125,8,2024-12-14,65.37,6.49,434.23
5575,76,5,2023-04-12,91.97,4.25,284.52
5576,134,18,2024-05-20,72.88,4.05,297.62
5577,23,26,2024-04-05,75.11,4.8,26.38
5578,132,20,2023-12-13,82.18,7.84,167.63
5579,50,20,2023-10-29,79.08,6.39,380.16
5580,127,12,2023-06-30,70.47,2.96,461.74
5581,130,17,2023-01-08,89.28,6.22,336.92
5582,152,24,2023-06-01,-50.63,1.04,-344.48
5583,132,5,2023-08-01,55.87,0.25,130.47
5584,118,2,2023-10-28,59.18,4.65,397.86
5585,51,21,2023-06-17,12.25,0.63,188.6
5586,15,16,2023-04-23,76.2,2.03,268.06
5587,80,4,2024-08-10,44.63,3.57,360.45
5588,54,26,2023-08-07,41.13,3.64,31.92
5589,46,23,2023-05-26,83.75,1.8,89.65
5590,105,10,2023-03-24,11.48,0.53,28.93
5591,95,23,2024-09-26,61.21,4.93,347.81
5592,9999,888,2024-01-13,-12.82,0.82,-275.9
5593,2,26,2023-08-29,36.81,0.97,86.53
5594,117,1,2023-06-06,25.49,1.87,301.17
5595,87,12,2024-03-28,82.81,1.14,284.9
5596,109,19,2023-01-19,64.77,6.35,116.96
5597,76,7,2024-05-30,79.77,1.76,48.54
5598,103,19,2023-09-24,62.8,2.81,167.9
5599,9,22,2023-03-02,65.4,2.02,311.37
5600,86,16,2023-01-31,1.93,0.18,488.13
5601,101,25,2023-04-17,77.75,4.64,334.4
5602,51,28,2023-02-11,84.25,6.34,147.01
5603,51,2,2024-08-12,47.43,,244.47
5604,158,13,2024-03-11,21.88,0.15,66.09
5605,29,10,2023-08-11,37.19,0.65,86.36
5606,3,5,2024-05-01,95.94,1.0,153.39
5607,22,12,2023-08-31,5.01,0.5,4.33
5608,59,12,2023-06-06,44.36,3.99,220.91
5609,115,9,2024-02-21,66.5,3.6,371.19
5610,146,6,2023-08-18,98.81,1.51,431.4
5611,64,1,2023-08-08,58.68,3.35,10.38
5612,84,1,2024-03-12,12.03,0.25,440.64
5613,103,17,2023-01-01,93.68,3.72,145.67
5614,61,26,2023-10-03,38.1,0.54,70.88
5615,74,16,2024-11-12,99.18,5.8,468.14
5616,16,2,2023-09-03,38.99,3.72,445.08
5617,106,14,2023-02-14,69.44,0.13,221.25
5618,114,8,2023-10-01,29.77,,224.79
5619,71,1,2023-02-16,58.5,5.51,283.79
5620,28,10,2024-03-05,38.06,0.51,116.03
5621,67,8,2023-10-10,27.42,0.6,321.78
5622,23,8,2023-07-08,-56.99,3.36,-191.8
5623,5,3,2024-01-02,51.3,3.96,12.45
5624,145,21,2024-08-11,62.36,2.14,7.68
5625,52,27,2023-04-21,62.23,5.31,354.47
5626,46,2,2023-08-04,42.54,4.2,24.25
5627,84,1,2023-12-10,90.27,2.29,319.97
5628,48,24,2024-10-27,23.1,2.16,373.61
5629,94,18,2024-11-29,52.28,0.73,397.82
5630,18,27,2023-08-18,16.0,1.02,261.89
5631,95,3,2023-03-10,16.98,0.16,1.47
5632,19,18,2023-10-05,3.07,0.04,257.23
5633,18,12,2023-10-08,23.79,0.12,109.01
5634,134,2,2024-05-04,6.54,0.08,99.0
5635,24,26,2023-10-01,39.79,2.32,236.58
5636,129,20,2023-10-16,88.07,3.99,345.53
5637,3,26,2024-04-27,51.22,4.51,457.75
5638,153,8,2023-07-03,30.03,2.36,492.56
5639,126,20,2023-01-17,95.82,1.19,249.23
5640,129,25,2024-04-04,49.56,1.15,143.88
5641,70,22,2023-09-03,90.75,2.97,399.84
5642,51,5,2023-10-05,32.29,0.3,446.76
5643,114,20,2023-09-18,50.36,3.91,33.2
5644,92,25,2023-06-25,78.84,0.95,147.23
5645,27,4,2024-07-28,34.29,2.47,464.91
5646,121,27,2023-10-16,22.26,1.45,30.88
5647,74,6,2024-10-22,44.63,,167.5
5648,79,21,2023-06-14,44.92,1.56,108.27
5649,116,22,2024-12-12,88.57,6.22,367.48
5650,52,13,2023-09-28,66.69,0.98,288.24
5651,157,6,2024-09-24,38.41,1.16,388.57
5652,2,6,2024-09-12,26.73,1.12,5.45
5653,143,7,2024-12-25,64.58,2.07,257.53
5654,56,3,2024-03-16,35.17,0.88,10.3
5655,90,23,2023-11-03,36.81,1.36,233.17
5656,146,21,2023-11-27,34.39,2.52,320.29
5657,137,14,2023-01-04,23.53,0.96,400.93
5658,124,10,2024-02-12,87.86,7.95,331.11
5659,6,14,2024-08-17,37.84,3.32,254.6
5660,121,21,2023-05-29,5.83,0.27,269.63
5661,153,16,2023-01-28,79.69,1.28,49.65
5662,96,12,2024-12-03,17.69,,28.22
5663,140,13,2024-12-12,82.57,6.17,127.42
5664,63,14,2024-08-13,6.16,0.47,118.18
5665,106,25,2023-06-16,23.95,0.38,204.4
5666,131,15,2024-03-25,82.1,1.31,456.65
5667,114,11,2024-10-06,83.4,6.33,487.17
5668,36,22,2024-05-18,74.82,1.78,201.09
5669,142,17,2024-04-22,24.31,0.35,210.51
5670,120,5,2024-11-20,5.12,0.29,163.94
5671,157,16,2024-08-03,93.19,9.28,9.24
5672,152,2,2023-11-26,22.92,1.66,65.71
5673,9999,888,2024-02-21,-87.91,2.01,-136.76
5674,156,7,2024-01-01,26.65,1.34,160.85
5675,86,8,2024-01-29,39.15,2.78,422.77
5676,14,17,2024-09-15,25.45,0.79,311.02
5677,95,10,2024-02-19,45.58,3.85,348.78
5678,41,19,2023-07-23,19.57,1.6,92.66
5679,107,9,2024-11-14,22.09,0.46,178.53
5680,129,13,2024-09-10,98.98,4.15,244.05
5681,50,24,2023-11-23,43.24,3.39,217.99
5682,148,4,2023-01-16,68.91,0.71,475.02
5683,150,17,2023-06-25,85.7,5.36,183.58
5684,9,26,2024-05-02,84.94,4.54,132.93
5685,155,25,2023-01-02,23.79,0.31,236.54
5686,79,3,2024-12-13,76.44,7.2,175.01
5687,30,24,2024-09-02,77.62,0.47,19.35
5688,1,7,2023-09-09,83.88,7.27,315.62
5689,139,28,2024-02-10,48.5,3.77,78.95
5690,115,2,2023-03-18,71.2,3.88,90.23
5691,10,11,2024-09-13,24.55,1.69,486.49
5692,50,15,2023-03-01,8.4,0.09,204.48
5693,9999,888,2024-01-19,-45.01,0.2,-224.89
5694,93,14,2023-10-24,60.27,,413.14
5695,26,24,2023-08-27,82.44,1.47,55.67
5696,128,18,2024-02-21,74.54,2.49,297.35
5697,109,23,2024-07-30,64.96,4.73,232.37
5698,120,10,2024-08-10,15.94,0.5,229.25
5699,138,26,2023-11-28,65.71,3.97,254.08
5700,109,11,2024-11-25,15.94,1.5,205.93
5701,9999,888,2023-05-03,-81.53,2.25,-34.51
5702,75,4,2023-05-19,4.19,0.24,353.35
